title,performer,peak_pos,wks_on_chart,first_charting_year,original_performer,performer_normalized,original_performer_normalized
Questions And Answers,The In Crowd,92,2,1966,,the in crowd,
Respect,The Rationals,92,3,1966,,the rationals,
Roller Coaster,The Ides Of March,92,1,1966,,the ides of march,
Shake Hands (And Come Out Crying),The Newbeats,92,3,1966,,the newbeats,
So Much Love,Steve Alaimo,92,2,1966,,steve alaimo,
"Dommage, Dommage (Too Bad, Too Bad)",Jerry Vale,93,2,1966,,jerry vale,
Drive My Car,Bob Kuban And The In-Men,93,3,1966,,bob kuban and the in-men,
Fiddle Around,Jan & Dean,93,4,1966,,jan & dean,
It's-A-Happening,The Magic Mushrooms,93,1,1966,,the magic mushrooms,
Philly Dog,Herbie Mann,93,1,1966,,herbie mann,
Still,The Sunrays,93,2,1966,,the sunrays,
The Boogaloo Party,The Flamingos,93,2,1966,,the flamingos,
The Shadow Of Your Smile,Boots Randolph,93,3,1966,,boots randolph,
Think Twice,Jackie Wilson,93,1,1966,Jackie Wilson And LaVern Baker,jackie wilson,
Think Twice,LaVern Baker,93,1,1966,Jackie Wilson And LaVern Baker,lavern baker,
Can't You See (You're Losing Me),Mary Wells,94,3,1966,,mary wells,
Harlem Shuffle,The Traits,94,2,1966,,the traits,
Have You Ever Loved Somebody,The Searchers,94,3,1966,,the searchers,
High On Love,The Knickerbockers,94,3,1966,,the knickerbockers,
I'm Your Hoochie Cooche Man (Part 1),Jimmy Smith,94,2,1966,,jimmy smith,
Lookin' For Love,Ray Conniff And The Singers,94,2,1966,,ray conniff and the singers,
No Man Is An Island,The Van Dykes,94,2,1966,,the van dykes,
Off To Dublin In The Green,The Abbey Tavern Singers,94,2,1966,,the abbey tavern singers,
Rib Tip's (Part 1),Andre Williams,94,1,1966,Andre Williams & His Orch.,andre williams,
Rib Tip's (Part 1),His Orch.,94,1,1966,Andre Williams & His Orch.,his orch.,
Superman,"Dino, Desi & Billy",94,2,1966,,"dino, desi & billy",
The Big Hurt,Del Shannon,94,2,1966,,del shannon,
Where Am I Going?,Barbra Streisand,94,2,1966,,barbra streisand,
Yesterday Man,Chris Andrews,94,1,1966,,chris andrews,
You Waited Too Long,The Five Stairsteps,94,2,1966,,the five stairsteps,
A Lover's Concerto,Mrs. Miller,95,2,1966,,mrs. miller,
Alfie,Cilla Black,95,3,1966,,cilla black,
Big Time,Lou Christie,95,1,1966,,lou christie,
Blue River,Elvis Presley,95,1,1966,,elvis presley,
Cry Softly,Nancy Ames,95,4,1966,,nancy ames,
One Too Many Mornings,Beau Brummels,95,3,1966,,beau brummels,
Stand In For Love,The O'Jays,95,3,1966,,the o'jays,
To Make A Big Man Cry,Roy Head,95,2,1966,,roy head,
Uptight (Everything's Alright),The Jazz Crusaders,95,1,1966,,the jazz crusaders,
Your Good Thing (Is About To End),Mable John,95,2,1966,,mable john,
Baby Come On Home,Solomon Burke,96,2,1966,,solomon burke,
Baby I Need You,The Manhattans,96,2,1966,,the manhattans,
Because I Love You,Billy Stewart,96,2,1966,,billy stewart,
Come Share The Good Times With Me,Julie Monday,96,2,1966,,julie monday,
Every Day And Every Night,The Trolls,96,1,1966,,the trolls,
Everybody Loves A Nut,Johnny Cash,96,2,1966,,johnny cash,
Hi Hi Hazel,Gary And The Hornets,96,2,1966,,gary and the hornets,
Only When You're Lonely,The Grass Roots,96,2,1966,,the grass roots,
So Much Love,Ben E. King,96,2,1966,,ben e. king,
What Now My Love,"""Groove"" Holmes",96,3,1966,,"""groove"" holmes",
You're Nobody Till Somebody Loves You,The Wonder Who?,96,1,1966,,the wonder who?,
All These Things,The Uniques,97,2,1966,,the uniques,
Behind The Door,Cher,97,1,1966,,cher,
"Dommage, Dommage (Too Bad, Too Bad)",Paul Vance,97,2,1966,,paul vance,
Fortune Teller,The Hardtimes,97,2,1966,,the hardtimes,
Function At The Junction,Shorty Long,97,1,1966,,shorty long,
I Feel A Sin Coming On,Solomon Burke,97,2,1966,,solomon burke,
I'll Be Home,The Platters,97,2,1966,,the platters,
In The Basement - Part 1,Etta James,97,2,1966,Etta James & Sugar Pie DeSanto,etta james,
In The Basement - Part 1,Sugar Pie DeSanto,97,2,1966,Etta James & Sugar Pie DeSanto,sugar pie desanto,
Is It Me?,Barbara Mason,97,2,1966,,barbara mason,
Let's Go Steady Again,Sam Cooke,97,1,1966,,sam cooke,
Look In My Eyes,The Three Degrees,97,1,1966,,the three degrees,
Peak Of Love,Bobby McClure,97,2,1966,,bobby mcclure,
Sharing You,Mitty Collier,97,2,1966,,mitty collier,
Tell Her,Dean Parrish,97,2,1966,,dean parrish,
Try My Love Again,Bobby Moore's Rhythm Aces,97,2,1966,Bobby Moore's Rhythm Aces featuring Chico,bobby moore's rhythm aces,
Try My Love Again,Chico,97,2,1966,Bobby Moore's Rhythm Aces featuring Chico,chico,
Where The Sun Has Never Shone,Jonathan King,97,2,1966,,jonathan king,
Any Way That You Want Me,Liverpool Five,98,1,1966,,liverpool five,
Baby I Love You,Jimmy Holiday,98,1,1966,,jimmy holiday,
Fly Me To The Moon,Sam & Bill,98,1,1966,,sam & bill,
I Need Love,Barbara Mason,98,2,1966,,barbara mason,
I Spy (For The FBI),Jamo Thomas & His Party Brothers Orchestra,98,2,1966,,jamo thomas & his party brothers orchestra,
I Struck It Rich,Len Barry,98,2,1966,,len barry,
Meditation (Meditacao),Claudine Longet,98,2,1966,,claudine longet,
"Sam, You Made The Pants Too Long",Barbra Streisand,98,1,1966,,barbra streisand,
Stop!,The Moody Blues,98,1,1966,,the moody blues,
To Show I Love You,Peter And Gordon,98,2,1966,,peter and gordon,
3000 Miles,Brian Hyland,99,1,1966,,brian hyland,
For Your Precious Love,Jerry Butler,99,2,1966,,jerry butler,
I'm Living In Two Worlds,Bonnie Guitar,99,2,1966,,bonnie guitar,
It Was A Very Good Year,Della Reese,99,2,1966,,della reese,
Love Attack,James Carr,99,1,1966,,james carr,
Mine Exclusively,The Olympics,99,2,1966,,the olympics,
My Babe,Roy Head And The Traits,99,1,1966,,roy head,roy head and the traits
My Babe,Roy Head And The Traits,99,1,1966,,the traits,roy head and the traits
Open Up Your Door,Richard And The Young Lions,99,1,1966,,richard and the young lions,
Secret Love,"Richard ""Groove"" Holmes",99,2,1966,,"richard ""groove"" holmes",
Spanish Nights And You,Connie Francis,99,2,1966,,connie francis,
Such A Sweet Thing,Mary Wells,99,2,1966,,mary wells,
That's The Tune,The Vogues,99,1,1966,,the vogues,
Theme From The Wild Angels,Davie Allan And The Arrows,99,2,1966,,davie allan,davie allan and the arrows
Theme From The Wild Angels,Davie Allan And The Arrows,99,2,1966,,the arrows,davie allan and the arrows
Day Tripper,The Vontastics,100,1,1966,,the vontastics,
Greetings (This Is Uncle Sam),The Monitors,100,1,1966,,the monitors,
Hand Jive,The Strangeloves,100,1,1966,,the strangeloves,
Help Me (Get Myself Back Together Again),The Spellbinders,100,1,1966,,the spellbinders,
I Can Hear Music,The Ronettes,100,1,1966,The Ronettes Featuring Veronica,the ronettes,
I Can Hear Music,Veronica,100,1,1966,The Ronettes Featuring Veronica,veronica,
I Can't Give You Anything But Love,Bert Kaempfert And His Orchestra,100,1,1966,,bert kaempfert and his orchestra,
Mountain Of Love,Billy Stewart,100,1,1966,,billy stewart,
Safe And Sound,Fontella Bass,100,1,1966,,fontella bass,
Takin' All I Can Get,Mitch Ryder And The Detroit Wheels,100,1,1966,,mitch ryder and the detroit wheels,
The Other Side Of This Life,"Peter, Paul & Mary",100,1,1966,,"peter, paul & mary",
We Got The Winning Hand,Little Milton,100,1,1966,,little milton,
All You Need Is Love,The Beatles,1,11,1967,,the beatles,
Daydream Believer,The Monkees,1,16,1967,,the monkees,
Green Tambourine,The Lemon Pipers,1,13,1967,,the lemon pipers,
Groovin',The Young Rascals,1,13,1967,,the young rascals,
Happy Together,The Turtles,1,15,1967,,the turtles,
Hello Goodbye,The Beatles,1,11,1967,,the beatles,
Incense And Peppermints,Strawberry Alarm Clock,1,16,1967,,strawberry alarm clock,
Judy In Disguise (With Glasses),John Fred And The Playboys,1,16,1967,,john fred and the playboys,
Light My Fire,The Doors,1,23,1967,,the doors,
Love Is Here And Now You're Gone,The Supremes,1,11,1967,,the supremes,
Ode To Billie Joe,Bobbie Gentry,1,20,1967,,bobbie gentry,
Penny Lane,The Beatles,1,10,1967,,the beatles,
Respect,Aretha Franklin,1,12,1967,,aretha franklin,
Ruby Tuesday,The Rolling Stones,1,12,1967,,the rolling stones,
Somethin' Stupid,Nancy Sinatra,1,13,1967,Nancy Sinatra & Frank Sinatra,nancy sinatra,
Somethin' Stupid,Frank Sinatra,1,13,1967,Nancy Sinatra & Frank Sinatra,frank sinatra,
The Happening,The Supremes,1,11,1967,,the supremes,
The Letter,The Box Tops,1,16,1967,,the box tops,
To Sir With Love,Lulu,1,17,1967,,lulu,
Windy,The Association,1,14,1967,,the association,
"A Little Bit Me, A Little Bit You",The Monkees,2,10,1967,,the monkees,
Can't Take My Eyes Off You,Frankie Valli,2,16,1967,,frankie valli,
Chain Of Fools,Aretha Franklin,2,12,1967,,aretha franklin,
Dedicated To The One I Love,The Mamas & The Papas,2,10,1967,,the mamas & the papas,
I Heard It Through The Grapevine,Gladys Knight And The Pips,2,17,1967,,gladys knight and the pips,
I Was Made To Love Her,Stevie Wonder,2,15,1967,,stevie wonder,
Little Bit O' Soul,The Music Explosion,2,16,1967,,the music explosion,
Never My Love,The Association,2,14,1967,,the association,
Reflections,Diana Ross & The Supremes,2,11,1967,,diana ross,diana ross & the supremes
Reflections,Diana Ross & The Supremes,2,11,1967,,the supremes,diana ross & the supremes
Soul Man,Sam & Dave,2,15,1967,,sam & dave,
Sweet Soul Music,Arthur Conley,2,15,1967,,arthur conley,
"The Rain, The Park & Other Things",The Cowsills,2,16,1967,,the cowsills,
Baby I Need Your Lovin',Johnny Rivers,3,11,1967,,johnny rivers,
Come Back When You Grow Up,Bobby Vee And The Strangers,3,16,1967,,bobby vee,bobby vee and the strangers
Come Back When You Grow Up,Bobby Vee And The Strangers,3,16,1967,,the strangers,bobby vee and the strangers
I Got Rhythm,The Happenings,3,13,1967,,the happenings,
It Must Be Him,Vikki Carr,3,15,1967,,vikki carr,
Pleasant Valley Sunday,The Monkees,3,10,1967,,the monkees,
She'd Rather Be With Me,The Turtles,3,11,1967,,the turtles,
Spooky,Classics IV,3,15,1967,,classics iv,
This Is My Song,Petula Clark,3,12,1967,,petula clark,
Baby I Love You,Aretha Franklin,4,11,1967,,aretha franklin,
Bernadette,Four Tops,4,10,1967,,four tops,
Expressway (To Your Heart),Soul Survivors,4,15,1967,,soul survivors,
How Can I Be Sure,The Young Rascals,4,11,1967,,the young rascals,
I Say A Little Prayer,Dionne Warwick,4,13,1967,,dionne warwick,
I Second That Emotion,Smokey Robinson & The Miracles,4,15,1967,,smokey robinson,smokey robinson & the miracles
I Second That Emotion,Smokey Robinson & The Miracles,4,15,1967,,the miracles,smokey robinson & the miracles
I Think We're Alone Now,Tommy James And The Shondells,4,17,1967,,tommy james and the shondells,
Little Ole Man (Uptight-Everything's Alright),Bill Cosby,4,11,1967,,bill cosby,
Release Me (And Let Me Love Again),Engelbert Humperdinck,4,14,1967,,engelbert humperdinck,
San Francisco (Be Sure To Wear Flowers In Your Hair),Scott McKenzie,4,12,1967,,scott mckenzie,
There's A Kind Of Hush,Herman's Hermits,4,12,1967,,herman's hermits,
"Woman, Woman",The Union Gap,4,17,1967,The Union Gap Featuring Gary Puckett,the union gap,
"Woman, Woman",Gary Puckett,4,17,1967,The Union Gap Featuring Gary Puckett,gary puckett,
A Whiter Shade Of Pale,Procol Harum,5,12,1967,,procol harum,
"Bend Me, Shape Me",The American Breed,5,14,1967,,the american breed,
Creeque Alley,The Mamas & The Papas,5,9,1967,,the mamas & the papas,
Don't Sleep In The Subway,Petula Clark,5,10,1967,,petula clark,
Get Together,The Youngbloods,5,25,1967,,the youngbloods,
Him Or Me - What's It Gonna Be?,Paul Revere & The Raiders,5,9,1967,,paul revere & the raiders,
"Mercy, Mercy, Mercy",The Buckinghams,5,12,1967,,the buckinghams,
Somebody To Love,Jefferson Airplane,5,15,1967,,jefferson airplane,
Western Union,The Five Americans,5,12,1967,,the five americans,
Your Precious Love,Marvin Gaye,5,13,1967,Marvin Gaye & Tammi Terrell,marvin gaye,
Your Precious Love,Tammi Terrell,5,13,1967,Marvin Gaye & Tammi Terrell,tammi terrell,
(Your Love Keeps Lifting Me) Higher And Higher,Jackie Wilson,6,12,1967,,jackie wilson,
"Apples, Peaches, Pumpkin Pie",Jay And The Techniques,6,17,1967,,jay and the techniques,
Come On Down To My Boat,Every Mothers' Son,6,15,1967,,every mothers' son,
Don't You Care,The Buckinghams,6,14,1967,,the buckinghams,
I'll Never Fall In Love Again,Tom Jones,6,23,1967,,tom jones,
Please Love Me Forever,Bobby Vinton,6,13,1967,,bobby vinton,
Sock It To Me-Baby!,Mitch Ryder And The Detroit Wheels,6,11,1967,,mitch ryder and the detroit wheels,
The Beat Goes On,Sonny & Cher,6,11,1967,,sonny,sonny & cher
The Beat Goes On,Sonny & Cher,6,11,1967,,cher,sonny & cher
Then You Can Tell Me Goodbye,The Casinos,6,13,1967,,the casinos,
You Keep Me Hangin' On,The Vanilla Fudge,6,17,1967,,the vanilla fudge,
You're My Everything,The Temptations,6,12,1967,,the temptations,
Boogaloo Down Broadway,The Fantastic Johnny C,7,18,1967,,the fantastic johnny c,
Cold Sweat - Part 1,James Brown And The Famous Flames,7,12,1967,,james brown and the famous flames,
"For What It's Worth (Stop, Hey What's That Sound)",Buffalo Springfield,7,15,1967,,buffalo springfield,
Goin' Out Of My Head/Can't Take My Eyes Off You,The Lettermen,7,15,1967,,the lettermen,
Up -- Up And Away,The 5th Dimension,7,12,1967,,the 5th dimension,
You Got What It Takes,The Dave Clark Five,7,10,1967,,the dave clark five,
(You Make Me Feel Like) A Natural Woman,Aretha Franklin,8,9,1967,,aretha franklin,
All I Need,The Temptations,8,10,1967,,the temptations,
Close Your Eyes,Peaches & Herb,8,12,1967,,peaches & herb,
Funky Broadway,Wilson Pickett,8,12,1967,,wilson pickett,
I Wonder What She's Doing Tonite,Tommy Boyce & Bobby Hart,8,14,1967,,tommy boyce & bobby hart,
Let's Live For Today,The Grass Roots,8,12,1967,,the grass roots,
My Cup Runneth Over,Ed Ames,8,13,1967,,ed ames,
Nobody But Me,The Human Beinz,8,15,1967,,the human beinz,
Strawberry Fields Forever,The Beatles,8,9,1967,,the beatles,
White Rabbit,Jefferson Airplane,8,10,1967,,jefferson airplane,
Bottle Of Wine,The Fireballs,9,14,1967,,the fireballs,
C'mon Marianne,The 4 Seasons,9,10,1967,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",the 4 seasons,
C'mon Marianne,"the ""Sound of Frankie Valli""",9,10,1967,"The 4 Seasons Featuring the ""Sound of Frankie Valli""","the ""sound of frankie valli""",
Carrie-Anne,The Hollies,9,13,1967,,the hollies,
Gimme Little Sign,Brenton Wood,9,15,1967,,brenton wood,
I Can See For Miles,The Who,9,11,1967,,the who,
I Dig Rock And Roll Music,"Peter, Paul & Mary",9,11,1967,,"peter, paul & mary",
I Never Loved A Man (The Way I Love You),Aretha Franklin,9,11,1967,,aretha franklin,
In And Out Of Love,Diana Ross & The Supremes,9,8,1967,,diana ross,diana ross & the supremes
In And Out Of Love,Diana Ross & The Supremes,9,8,1967,,the supremes,diana ross & the supremes
San Franciscan Nights,Eric Burdon & The Animals,9,10,1967,,eric burdon,eric burdon & the animals
San Franciscan Nights,Eric Burdon & The Animals,9,10,1967,,the animals,eric burdon & the animals
Sunday Will Never Be The Same,Spanky And Our Gang,9,8,1967,,spanky and our gang,
You Better Sit Down Kids,Cher,9,13,1967,,cher,
A Girl Like You,The Young Rascals,10,9,1967,,the young rascals,
An Open Letter To My Teenage Son,Victor Lundberg,10,6,1967,,victor lundberg,
Brown Eyed Girl,Van Morrison,10,16,1967,,van morrison,
"Girl, You'll Be A Woman Soon",Neil Diamond,10,11,1967,,neil diamond,
I'm A Man,The Spencer Davis Group,10,9,1967,,the spencer davis group,
If I Could Build My Whole World Around You,Marvin Gaye,10,11,1967,Marvin Gaye & Tammi Terrell,marvin gaye,
If I Could Build My Whole World Around You,Tammi Terrell,10,11,1967,Marvin Gaye & Tammi Terrell,tammi terrell,
Jimmy Mack,Martha & The Vandellas,10,14,1967,,martha & the vandellas,
Mirage,Tommy James And The Shondells,10,10,1967,,tommy james and the shondells,
Skinny Legs And All,Joe Tex,10,15,1967,,joe tex,
The Tracks Of My Tears,Johnny Rivers,10,9,1967,,johnny rivers,
(The Lights Went Out In) Massachusetts,Bee Gees,11,8,1967,,bee gees,
"Baby, Now That I've Found You",The Foundations,11,13,1967,,the foundations,
Ding Dong! The Witch Is Dead,The Fifth Estate,11,10,1967,,the fifth estate,
Get On Up,The Esquires,11,15,1967,,the esquires,
Honey Chile,Martha Reeves & The Vandellas,11,12,1967,,martha reeves & the vandellas,
"Mercy, Mercy, Mercy",Cannonball Adderley,11,11,1967,,cannonball adderley,
On A Carousel,The Hollies,11,14,1967,,the hollies,
Silence Is Golden,The Tremeloes,11,14,1967,,the tremeloes,
Susan,The Buckinghams,11,12,1967,,the buckinghams,
There Is A Mountain,Donovan,11,9,1967,,donovan,
Words,The Monkees,11,9,1967,,the monkees,
Heroes And Villains,The Beach Boys,12,7,1967,,the beach boys,
Hey Baby (They're Playing Our Song),The Buckinghams,12,10,1967,,the buckinghams,
I Take It Back,Sandy Posey,12,12,1967,,sandy posey,
I'm Wondering,Stevie Wonder,12,8,1967,,stevie wonder,
Let It Out (Let It All Hang Out),The Hombres,12,13,1967,,the hombres,
Pata Pata,Miriam Makeba,12,11,1967,,miriam makeba,
People Are Strange,The Doors,12,9,1967,,the doors,
You Know What I Mean,The Turtles,12,11,1967,,the turtles,
Different Drum,Stone Poneys,13,17,1967,Stone Poneys Featuring Linda Ronstadt,stone poneys,
Different Drum,Linda Ronstadt,13,17,1967,Stone Poneys Featuring Linda Ronstadt,linda ronstadt,
Everlasting Love,Robert Knight,13,12,1967,,robert knight,
Here Comes My Baby,The Tremeloes,13,12,1967,,the tremeloes,
Love Is Strange,Peaches & Herb,13,9,1967,,peaches & herb,
My Mammy,The Happenings,13,8,1967,,the happenings,
Thank The Lord For The Night Time,Neil Diamond,13,11,1967,,neil diamond,
The 59th Street Bridge Song (Feelin' Groovy),Harpers Bizarre,13,11,1967,,harpers bizarre,
The Hunter Gets Captured By The Game,The Marvelettes,13,11,1967,,the marvelettes,
(Loneliness Made Me Realize) It's You That I Need,The Temptations,14,9,1967,,the temptations,
7 Rooms Of Gloom,Four Tops,14,8,1967,,four tops,
Dandelion,The Rolling Stones,14,8,1967,,the rolling stones,
It Takes Two,Marvin Gaye,14,12,1967,Marvin Gaye & Kim Weston,marvin gaye,
It Takes Two,Kim Weston,14,12,1967,Marvin Gaye & Kim Weston,kim weston,
Jackson,Nancy Sinatra & Lee Hazlewood,14,9,1967,,nancy sinatra,nancy sinatra & lee hazlewood
Jackson,Nancy Sinatra & Lee Hazlewood,14,9,1967,,lee hazlewood,nancy sinatra & lee hazlewood
Keep The Ball Rollin',Jay And The Techniques,14,12,1967,,jay and the techniques,
Lazy Day,Spanky And Our Gang,14,11,1967,,spanky and our gang,
"New York Mining Disaster 1941 (Have You Seen My Wife, Mr. Jones)",Bee Gees,14,7,1967,,bee gees,
She's My Girl,The Turtles,14,10,1967,,the turtles,
Society's Child (Baby I've Been Thinking),Janis Ian,14,12,1967,,janis ian,
Summer Rain,Johnny Rivers,14,10,1967,,johnny rivers,
We're A Winner,The Impressions,14,13,1967,,the impressions,
With This Ring,The Platters,14,12,1967,,the platters,
Alfie,Dionne Warwick,15,17,1967,,dionne warwick,
Darling Be Home Soon,The Lovin' Spoonful,15,8,1967,,the lovin' spoonful,
Here We Go Again,Ray Charles,15,12,1967,,ray charles,
Love Eyes,Nancy Sinatra,15,8,1967,,nancy sinatra,
Monterey,Eric Burdon & The Animals,15,9,1967,,eric burdon,eric burdon & the animals
Monterey,Eric Burdon & The Animals,15,9,1967,,the animals,eric burdon & the animals
Pretty Ballerina,The Left Banke,15,10,1967,,the left banke,
The Return Of The Red Baron,The Royal Guardsmen,15,7,1967,,the royal guardsmen,
When I Was Young,Eric Burdon & The Animals,15,9,1967,,eric burdon,eric burdon & the animals
When I Was Young,Eric Burdon & The Animals,15,9,1967,,the animals,eric burdon & the animals
At The Zoo,Simon & Garfunkel,16,9,1967,,simon & garfunkel,
Beggin',The 4 Seasons,16,9,1967,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",the 4 seasons,
Beggin',"the ""Sound of Frankie Valli""",16,9,1967,"The 4 Seasons Featuring the ""Sound of Frankie Valli""","the ""sound of frankie valli""",
California Nights,Lesley Gore,16,14,1967,,lesley gore,
Friday On My Mind,The Easybeats,16,14,1967,,the easybeats,
Go Where You Wanna Go,The 5th Dimension,16,10,1967,,the 5th dimension,
