label,big_3_affiliation,year,#_of_connected_artists,#_of_connected_artists_rolling5,total_power_of_connected_artists,total_power_of_connected_artists_rolling5
Arista,Other,1978,3,11,252,1187
Arista,Other,1980,4,8,333,987
Arista,Other,1981,4,7,296,1093
Arista,Other,1982,4,10,241,1122
Arista,Other,1983,3,10,245,1115
Arista,Other,1984,5,13,408,1523
Arista,Other,1985,4,15,191,1381
Arista,Other,1986,2,12,191,1276
Arista,Other,1987,2,10,192,1227
Arista,Other,1989,3,8,165,739
Arista,Other,1990,3,9,241,789
Arista,Other,1991,5,12,434,1032
Arista,Other,1992,4,12,202,1042
Arista,Other,1993,3,14,259,1301
Arista,Other,1994,8,17,547,1683
Arista,Other,1995,9,22,655,2097
Arista,Other,1996,6,22,353,2016
Arista,Other,1997,5,23,427,2241
Arista,Other,1998,11,23,992,2974
Arista,Other,1999,3,21,207,2634
Arista,Other,2000,5,22,486,2465
Arista,Other,2001,4,21,391,2503
Arista,Other,2002,4,23,350,2426
Arista,Other,2003,3,16,295,1729
Arista,Other,2004,1,14,32,1554
Arista,Other,2005,1,12,100,1168
Arista,Other,2006,1,9,99,876
Arista,Other,2007,1,7,91,617
Arista,Other,2008,1,5,99,421
Arista Nashville,Sony,1990,1,1,44,44
Arista Nashville,Sony,1991,2,3,182,226
Arista Nashville,Sony,1993,1,3,59,285
Arista Nashville,Sony,1994,1,3,96,381
Arista Nashville,Sony,1999,1,1,-1,-1
Arista Nashville,Sony,2001,1,1,70,69
Arista Nashville,Sony,2003,1,1,93,162
Arista Nashville,Sony,2005,1,2,100,263
Arista Nashville,Sony,2009,1,2,92,192
Arista Nashville,Sony,2010,1,2,94,186
Arista Nashville,Sony,2011,1,3,96,282
Arista Nashville,Sony,2023,1,1,63,63
Arista Records,Sony,1985,1,1,100,100
Arista Records,Sony,2000,1,1,97,97
Armando Curcio Editore,Other,1970,2,2,185,185
Armoury Records,Universal,1985,1,1,27,27
Armoury Records,Universal,2003,1,1,51,51
Armoury Records,Universal,2005,1,1,86,137
Armoury Records,Universal,2009,1,1,-10,76
Arriba!,Other,1984,1,1,58,58
Arrival Records,Other,1978,1,1,98,98
ArsNova,Other,1958,1,1,98,98
Art & Muzyka,Other,1980,1,1,96,96
Art Club,Other,2016,1,1,22,22
Art Is Hard Records,Other,1968,1,1,-93,-93
Art Optimum,Other,2012,2,2,198,198
Art Optimum,Other,2013,1,3,100,298
Art of Ears,Other,1994,1,1,99,99
Artbeatz,Other,2015,1,1,78,78
Arte France,Other,1983,1,1,99,99
Artemis Records,Other,2000,1,1,96,96
Artemis Records,Other,2005,1,1,86,86
Artemis Strategic,Other,1995,1,1,97,97
Arteton,Other,1979,1,1,-79,-79
Arthouse Records,Other,2021,1,1,98,98
Artificial Eye,Other,1972,1,1,-88,-88
Artificial Eye,Other,1973,1,1,3,-85
Artist Partner,Other,2016,1,1,95,95
Artist Partner,Other,2018,1,2,48,143
Artists Den Records,Other,2005,1,1,-12,-12
Artone,Other,1964,1,1,90,90
Artone,Other,1977,1,1,81,81
Arts & Crafts,Other,2007,1,1,85,85
Arts & Crafts,Other,2011,1,1,94,179
Arts & Crafts México,Other,2012,1,1,95,95
Asbury Records,Other,1980,1,1,96,96
Ascot Records,Other,1964,1,1,100,100
Aspire Higher,Other,1969,1,1,-26,-26
Asthmatic Kitty Records,Other,2005,1,1,-20,-20
Asthmatic Kitty Records,Other,2006,1,1,-21,-41
Asthmatic Kitty Records,Other,2010,1,1,94,73
Astoria Records,Other,1980,1,1,84,84
Astralwerks,Universal,2005,1,1,3,3
Astralwerks,Universal,2009,1,2,31,34
Astralwerks,Universal,2011,2,2,190,221
Astralwerks,Universal,2015,1,3,99,289
Astralwerks,Universal,2018,1,2,99,198
Asylum Records,Warner,1969,1,1,-26,-26
Asylum Records,Warner,1972,3,4,217,191
Asylum Records,Warner,1973,4,5,210,401
Asylum Records,Warner,1974,3,4,270,697
Asylum Records,Warner,1975,4,7,155,852
Asylum Records,Warner,1976,4,8,34,886
Asylum Records,Warner,1977,3,10,174,843
Asylum Records,Warner,1978,3,10,-2,631
Asylum Records,Warner,1979,1,9,-51,310
Asylum Records,Warner,1980,2,7,-38,117
Asylum Records,Warner,1982,1,4,77,-14
Asylum Records,Warner,1984,1,4,55,94
Asylum Records,Warner,1989,1,1,99,99
Asylum Records,Warner,2005,3,3,291,291
Asylum Records,Warner,2007,2,4,136,427
Asylum Records,Warner,2009,1,4,91,518
Asylum Records,Warner,2010,1,3,95,322
Asylum Records,Warner,2012,1,3,96,282
Asylum Records,Warner,2013,1,3,59,341
Asylum Records,Warner,2014,1,2,99,349
Asylum Records,Warner,2015,1,2,73,327
Asylum Records,Warner,2017,1,2,-74,157
Asylum Records,Warner,2019,1,1,59,58
Asylum Records,Warner,2020,1,1,-10,-25
Asylum Records,Warner,2022,1,1,94,143
Asylum Records UK,Warner,2012,1,1,96,96
Asylum Records UK,Warner,2015,1,2,73,169
Asylum Records UK,Warner,2017,1,1,-74,-1
Asylum Records UK,Warner,2019,1,1,59,58
Asylum Records UK,Warner,2020,1,1,-10,-25
Asylum Records UK,Warner,2022,1,1,94,143
At Night,Other,2011,1,1,41,41
Atlanta Artists,Universal,1983,1,1,48,48
Atlanta Artists,Universal,1985,1,1,43,91
Atlanta Artists,Universal,1986,1,1,95,186
Atlantic,Warner,1958,4,4,331,331
Atlantic,Warner,1959,1,4,99,430
Atlantic,Warner,1961,2,6,182,612
Atlantic,Warner,1962,1,7,98,710
Atlantic,Warner,1963,3,7,280,659
Atlantic,Warner,1964,1,7,96,656
Atlantic,Warner,1965,3,10,280,936
Atlantic,Warner,1966,3,11,252,1006
Atlantic,Warner,1967,4,14,393,1301
Atlantic,Warner,1968,7,17,540,1561
Atlantic,Warner,1969,3,19,279,1744
Atlantic,Warner,1970,3,19,293,1757
Atlantic,Warner,1971,5,21,373,1878
Atlantic,Warner,1972,7,23,626,2111
Atlantic,Warner,1973,7,19,459,2030
Atlantic,Warner,1974,6,21,385,2136
Atlantic,Warner,1975,4,21,215,2058
Atlantic,Warner,1976,6,19,182,1867
Atlantic,Warner,1977,8,19,650,1891
Atlantic,Warner,1978,6,18,407,1839
Atlantic,Warner,1979,3,15,265,1719
Atlantic,Warner,1980,5,15,459,1963
Atlantic,Warner,1981,3,15,288,2069
Atlantic,Warner,1982,2,12,171,1590
Atlantic,Warner,1983,3,13,264,1447
Atlantic,Warner,1984,6,16,318,1500
Atlantic,Warner,1985,2,14,185,1226
Atlantic,Warner,1986,5,15,476,1414
Atlantic,Warner,1987,5,17,484,1727
Atlantic,Warner,1988,2,17,198,1661
Atlantic,Warner,1989,1,13,97,1440
Atlantic,Warner,1990,5,17,414,1669
Atlantic,Warner,1991,1,14,100,1293
Atlantic,Warner,1992,3,11,198,1007
Atlantic,Warner,1993,6,15,541,1350
Atlantic,Warner,1994,9,22,659,1912
Atlantic,Warner,1995,5,21,439,1937
Atlantic,Warner,1996,5,24,450,2287
Atlantic,Warner,1997,9,30,735,2824
Atlantic,Warner,1998,5,27,279,2562
Atlantic,Warner,1999,6,24,379,2282
Atlantic,Warner,2000,7,26,580,2423
Atlantic,Warner,2001,9,26,562,2535
Atlantic,Warner,2002,8,22,640,2440
Atlantic,Warner,2003,2,21,148,2309
Atlantic,Warner,2004,3,21,290,2220
Atlantic,Warner,2005,13,28,1179,2819
Atlantic,Warner,2006,8,29,526,2783
Atlantic,Warner,2007,12,31,675,2818
Atlantic,Warner,2008,8,33,568,3238
Atlantic,Warner,2009,7,33,599,3547
Atlantic,Warner,2010,5,30,483,2851
Atlantic,Warner,2011,4,29,385,2710
Atlantic,Warner,2012,6,26,473,2508
Atlantic,Warner,2013,8,26,722,2662
Atlantic,Warner,2014,10,29,674,2737
Atlantic,Warner,2015,11,31,951,3205
Atlantic,Warner,2016,9,33,682,3502
Atlantic,Warner,2017,8,36,759,3788
Atlantic,Warner,2018,7,34,571,3637
Atlantic,Warner,2019,3,28,231,3194
Atlantic,Warner,2020,5,22,423,2666
Atlantic,Warner,2021,2,18,196,2180
Atlantic,Warner,2022,1,15,79,1500
Atlantic,Warner,2024,3,10,214,912
Atlantic,Warner,2025,4,8,388,877
Atlantic 75,Other,1993,1,1,98,98
Atlantic Nashville,Other,2013,1,1,90,90
Atlantic Nashville,Other,2015,1,1,98,188
Atlantic Oldies Series,Other,1980,1,1,84,84
Atlantic Records,Warner,2025,1,1,100,100
Atlantic Records UK,Warner,2007,1,1,86,86
Atlantic Records UK,Warner,2010,1,2,98,184
Atlantic Records UK,Warner,2012,1,2,51,149
Atlantic Records UK,Warner,2022,1,1,94,94
Atlantis,Other,1986,1,1,98,98
Atoll Music,Other,1986,1,1,100,100
Atom Empire,Other,2011,1,1,41,41
Atonal Microtonal,Other,1994,1,1,-66,-66
Attack 9,Other,1999,1,1,25,25
Attic,Other,1985,1,1,92,92
Attic,Other,1997,1,1,79,79
Attic,Other,2000,1,2,96,175
Attic Records Limited,Other,1999,1,1,50,50
Audio Arts,Other,2006,1,1,97,97
Audio Fidelity,Other,1967,2,2,196,196
Audio Fidelity,Other,1968,3,5,173,369
Audio Fidelity,Other,1969,4,7,221,590
Audio Fidelity,Other,1970,4,10,196,786
Audio Fidelity,Other,1971,2,11,149,935
Audio Fidelity,Other,1972,7,14,649,1388
Audio Fidelity,Other,1973,3,16,260,1475
Audio Fidelity,Other,1974,6,18,359,1613
Audio Fidelity,Other,1975,2,17,183,1600
Audio Fidelity,Other,1976,1,16,99,1550
Audio Fidelity,Other,1977,1,11,95,996
Audio Fidelity,Other,1978,3,11,207,943
Audio Fidelity,Other,1979,2,7,-106,478
Audio Fidelity,Other,1980,1,8,92,387
Audio Fidelity,Other,1981,1,8,94,382
Audio Fidelity,Other,1982,1,7,91,378
Audio Fidelity,Other,1983,2,6,188,359
Audio Fidelity,Other,1985,1,5,100,473
Audio Fidelity,Other,1989,1,2,-31,69
Audio Fidelity,Other,1993,1,2,56,25
Audio Fidelity,Other,1996,1,1,100,156
Audio Fidelity,Other,2000,1,2,98,198
Audio Fidelity,Other,2009,1,1,97,97
Audiofon,Other,1977,1,1,56,56
Audiophile Sound,Other,1999,1,1,25,25
August Day,Other,1982,1,1,92,92
August Day,Other,1987,1,1,100,100
Aural Apothecary,Other,2010,1,1,94,94
Aurora Borealis,Other,1975,1,1,-37,-37
Autumn Records,Other,1964,1,1,96,96
Autumn Records,Other,1965,1,2,93,189
Avalon Records,Other,2006,1,1,96,96
Avco,Other,1975,1,1,100,100
Average Joe's Ent.,Other,2009,1,1,4,4
Average Joe's Ent.,Other,2011,1,1,75,79
Average Joe's Ent.,Other,2012,1,1,96,175
Avex UK,Other,1975,1,1,99,99
Avitone Recordings,Other,1987,1,1,99,99
Avrupa Müzik,Other,2012,1,1,99,99
Award-77,Other,1990,1,1,61,61
Aware,Other,1975,1,1,33,33
Aware Records,Sony,1998,1,1,98,98
Aware Records,Sony,2001,3,4,235,333
Aware Records,Sony,2004,1,3,81,316
Aware Records,Sony,2006,2,2,85,166
Aware Records,Sony,2009,1,2,88,173
Aware Records,Sony,2011,1,1,97,185
Aware Records LLC,Other,2009,1,1,88,88
Axe Killer,Other,1980,1,1,11,11
Axis,Other,1965,1,1,93,93
Axis,Other,1967,1,2,93,186
Axis,Other,1972,1,1,100,100
Axis,Other,1973,1,2,98,198
Axis,Other,1974,1,2,94,292
Axis of Influence [Very Good Beats],Other,2009,1,1,39,39
Aziя Records,Other,1966,1,1,27,27
Aziя Records,Other,1969,2,2,197,224
Aziя Records,Other,1971,1,3,69,266
Aziя Records,Other,1972,1,4,92,358
B & a Entertainment,Other,1980,1,1,82,82
B 13,Other,1975,1,1,100,100
B 13,Other,1986,2,2,98,98
B.T. Puppy Records,Other,1966,1,1,98,98
B1 Recordings,Other,2007,1,1,51,51
B1 Recordings,Other,2009,1,1,99,150
BASF,Other,1972,1,1,95,95
BASF,Other,1975,1,2,98,193
BBC,Other,2009,1,1,87,87
BBC,Other,2022,1,1,99,99
BBC,Other,2023,1,1,92,191
BBC Music,Other,2006,1,1,96,96
BBC Radio 1,Other,2006,1,1,96,96
BBC Radio Classics,Other,1970,1,1,100,100
BBC Transcription Services,Other,1969,1,1,-61,-61
BBE,Other,1977,1,1,84,84
BBE,Other,1979,1,1,96,180
BBR Music Group,Other,2022,1,1,-56,-56
BBR Music Group,Other,2024,1,2,93,37
BBS Records,Other,1961,1,1,15,15
BCM Records,Other,1979,1,1,100,100
BCM Records,Other,1989,3,3,249,249
BEATFILE,Other,1967,1,1,100,100
BIG Label Records,Other,2008,1,1,-74,-74
BIG Label Records,Other,2012,1,1,20,-54
BIG Label Records,Other,2017,1,1,91,91
BIGHIT MUSIC,Other,1994,1,1,-66,-66
BIGHIT MUSIC,Other,2016,1,1,75,75
BIGHIT MUSIC,Other,2018,1,1,91,166
BIGHIT MUSIC,Other,2022,1,2,98,189
BIGHIT MUSIC,Other,2023,2,3,200,298
BKC,Other,1974,1,1,91,91
BKC,Other,1991,1,1,59,59
BME Recordings,Warner,2002,1,1,87,87
BME Recordings,Warner,2004,1,1,98,185
BMG,Other,1962,1,1,3,3
BMG,Other,1963,1,2,91,94
BMG,Other,1964,1,3,94,188
BMG,Other,1967,2,4,183,368
BMG,Other,1969,2,4,77,260
BMG,Other,1970,1,5,78,338
BMG,Other,1971,3,6,283,621
BMG,Other,1972,4,8,108,546
BMG,Other,1973,3,10,190,736
BMG,Other,1974,3,12,45,704
BMG,Other,1975,2,14,115,741
BMG,Other,1976,1,11,-63,395
BMG,Other,1978,2,8,190,287
BMG,Other,1980,2,5,144,271
BMG,Other,1981,1,5,23,357
BMG,Other,1982,5,8,436,793
BMG,Other,1983,3,8,275,878
BMG,Other,1984,3,9,208,1086
BMG,Other,1985,4,12,248,1190
BMG,Other,1986,3,15,205,1372
BMG,Other,1987,3,13,263,1199
BMG,Other,1988,2,11,180,1104
BMG,Other,1989,1,10,100,996
BMG,Other,1990,4,11,292,1040
BMG,Other,1991,2,10,140,975
BMG,Other,1992,3,10,266,978
BMG,Other,1993,3,12,282,1080
BMG,Other,1994,7,18,450,1430
BMG,Other,1995,8,21,540,1678
BMG,Other,1996,5,23,438,1976
BMG,Other,1997,4,24,383,2093
BMG,Other,1998,10,26,749,2560
BMG,Other,1999,5,26,445,2555
BMG,Other,2000,5,28,482,2497
BMG,Other,2001,7,28,566,2625
BMG,Other,2002,3,27,298,2540
BMG,Other,2003,10,28,692,2483
BMG,Other,2004,3,26,293,2331
BMG,Other,2005,1,22,97,1946
BMG,Other,2006,3,20,260,1640
BMG,Other,2007,2,19,101,1443
BMG,Other,2008,2,11,198,949
BMG,Other,2009,1,8,93,749
BMG,Other,2012,1,4,86,377
BMG,Other,2015,2,3,61,147
BMG,Other,2017,1,3,40,101
BMG,Other,2018,1,4,93,194
BMG,Other,2019,2,4,190,384
BMG,Other,2020,1,4,91,414
BMG,Other,2022,1,5,50,424
BMG,Other,2023,1,5,98,429
BMG,Other,2024,1,3,93,332
BMG Africa,Other,1995,1,1,97,97
BMG Africa,Other,2005,1,1,96,96
BMG Argentina,Other,1999,1,1,100,100
BMG Ariola,Other,1966,1,1,97,97
BMG Arista Records Ltd.,Other,1991,1,1,92,92
BMG Australia,Other,1995,1,1,78,78
BMG Australia,Other,2001,1,1,94,94
BMG Australia,Other,2003,1,2,97,191
BMG Berlin Musik GmbH,Other,1999,1,1,95,95
BMG Brasil Ltda.,Other,2001,1,1,100,100
BMG Brasil Ltda.,Other,2002,1,2,99,199
BMG Brasil Ltda.,Other,2003,1,3,95,294
BMG Brasil Ltda.,Other,2004,1,4,100,394
BMG Canada,Other,1969,1,1,56,56
BMG Canada,Other,2003,2,2,197,197
BMG Classics,Other,1976,1,1,98,98
BMG Colombia,Other,1999,1,1,100,100
BMG Colombia,Other,2001,1,2,100,200
BMG Crescendo,Other,1997,1,1,100,100
BMG Denmark,Other,1967,1,1,61,61
BMG Direct,Other,1963,1,1,94,94
BMG Direct,Other,1965,2,3,200,294
BMG Direct,Other,1967,1,4,97,391
BMG Direct,Other,1969,2,5,197,494
BMG Direct,Other,1970,1,4,74,368
BMG Direct,Other,1971,1,5,93,461
BMG Direct,Other,1972,2,6,35,399
BMG Direct,Other,1974,1,5,66,268
BMG Direct,Other,1975,4,8,-65,129
BMG Direct,Other,1976,3,10,108,144
BMG Direct,Other,1977,4,10,330,439
BMG Direct,Other,1978,1,11,95,534
BMG Direct,Other,1979,1,12,97,565
BMG Direct,Other,1980,2,11,166,796
BMG Direct,Other,1981,2,10,174,862
BMG Direct,Other,1982,2,8,191,723
BMG Direct,Other,1984,1,7,74,605
BMG Direct,Other,1985,1,6,93,532
BMG Direct,Other,1986,1,5,98,456
BMG Direct,Other,1987,4,7,369,634
BMG Direct,Other,1988,4,11,366,1000
BMG Direct,Other,1989,1,11,96,1022
BMG Direct,Other,1990,4,13,359,1288
BMG Direct,Other,1991,5,17,330,1520
BMG Direct,Other,1992,5,16,453,1604
BMG Direct,Other,1993,6,18,276,1514
BMG Direct,Other,1994,1,18,-74,1344
BMG Direct,Other,1995,1,17,97,1082
BMG Direct,Other,1996,1,14,100,852
BMG Direct,Other,1997,5,14,333,732
BMG Direct,Other,1998,5,13,291,747
BMG Direct,Other,1999,2,14,176,997
BMG Direct,Other,2000,6,18,475,1375
BMG Direct,Other,2001,4,21,303,1578
BMG Direct,Other,2002,1,17,97,1342
BMG Direct,Other,2003,3,15,229,1280
BMG Direct,Other,2004,3,16,269,1373
BMG Direct,Other,2005,6,17,509,1407
BMG Direct,Other,2006,2,15,193,1297
BMG Direct,Other,2007,2,16,161,1361
BMG Direct,Other,2008,1,14,98,1230
BMG Direct Canada,Other,1973,1,1,98,98
BMG Direct Canada,Other,1974,1,1,94,192
BMG Direct Canada,Other,1978,1,2,83,177
BMG Direct Canada,Other,1989,1,1,-31,-31
BMG Direct Canada,Other,1997,1,1,97,97
BMG Direct Ltd.,Other,1994,1,1,-5,-5
BMG Direct Marketing,Other,1962,1,1,26,26
BMG Direct Marketing,Other,1966,2,3,127,153
BMG Direct Marketing,Other,1967,2,4,198,325
BMG Direct Marketing,Other,1968,1,5,100,425
BMG Direct Marketing,Other,1969,6,10,326,751
BMG Direct Marketing,Other,1970,7,17,614,1365
BMG Direct Marketing,Other,1971,4,20,171,1409
BMG Direct Marketing,Other,1972,6,23,519,1730
BMG Direct Marketing,Other,1973,3,24,123,1753
BMG Direct Marketing,Other,1974,3,20,250,1677
BMG Direct Marketing,Other,1975,2,15,143,1206
BMG Direct Marketing,Other,1976,6,17,399,1434
BMG Direct Marketing,Other,1977,5,16,314,1229
BMG Direct Marketing,Other,1978,2,17,165,1271
BMG Direct Marketing,Other,1979,9,21,543,1564
BMG Direct Marketing,Other,1980,3,21,178,1599
BMG Direct Marketing,Other,1981,3,19,194,1394
BMG Direct Marketing,Other,1982,5,19,406,1486
BMG Direct Marketing,Other,1983,7,24,613,1934
BMG Direct Marketing,Other,1984,7,22,414,1805
BMG Direct Marketing,Other,1985,10,27,703,2330
BMG Direct Marketing,Other,1986,10,31,770,2906
BMG Direct Marketing,Other,1987,7,29,341,2841
BMG Direct Marketing,Other,1988,7,31,511,2739
BMG Direct Marketing,Other,1989,12,37,1053,3378
BMG Direct Marketing,Other,1990,12,40,929,3604
BMG Direct Marketing,Other,1991,12,42,788,3622
BMG Direct Marketing,Other,1992,12,43,943,4224
BMG Direct Marketing,Other,1993,15,51,1265,4978
BMG Direct Marketing,Other,1994,20,57,1607,5532
BMG Direct Marketing,Other,1995,12,59,893,5496
BMG Direct Marketing,Other,1996,14,61,1260,5968
BMG Direct Marketing,Other,1997,16,64,1278,6303
BMG Direct Marketing,Other,1998,7,56,656,5694
BMG Direct Marketing,Other,1999,8,48,448,4535
BMG Direct Marketing,Other,2000,3,42,116,3758
BMG Direct Marketing,Other,2001,12,40,1067,3565
BMG Direct Marketing,Other,2002,8,33,663,2950
BMG Direct Marketing,Other,2003,1,27,83,2377
BMG Direct Marketing,Other,2004,5,26,383,2312
BMG Direct Marketing,Other,2005,6,29,508,2704
BMG Direct Marketing,Other,2006,10,27,864,2501
BMG Direct Marketing,Other,2007,7,25,517,2355
BMG Direct Marketing,Other,2008,2,24,167,2439
BMG Direct Marketing,Other,2009,2,23,184,2240
BMG Direct Marketing,Other,2023,1,1,46,46
BMG Entertainment,Sony,1996,2,2,131,131
BMG Entertainment,Sony,1999,1,3,50,181
BMG Eurodisc,Other,1993,1,1,94,94
BMG Eurodisc,Other,1999,1,1,91,91
BMG France,Other,1999,1,1,98,98
BMG Heritage,Sony,1967,1,1,98,98
BMG Heritage,Sony,1971,2,3,169,267
BMG Heritage,Sony,1972,1,3,72,241
BMG Heritage,Sony,1973,1,4,88,329
BMG Heritage,Sony,1980,1,1,-68,-68
BMG Heritage,Sony,2003,1,1,-11,-11
BMG International,Other,1970,1,1,100,100
BMG International,Other,1997,1,1,97,97
BMG Japan,Other,1967,1,1,98,98
BMG Japan,Other,1969,1,2,-19,79
BMG Japan,Other,1971,1,2,98,177
BMG Japan,Other,1972,1,2,72,151
BMG Japan,Other,1973,1,2,3,154
BMG Japan,Other,1977,1,2,92,95
BMG Japan,Other,1980,2,3,3,95
BMG Japan,Other,1981,1,3,19,114
BMG Japan,Other,1982,2,3,198,220
BMG Japan,Other,1984,1,4,91,311
BMG Japan,Other,1985,2,5,194,502
BMG Japan,Other,1992,2,2,115,115
BMG Japan,Other,1993,2,4,175,290
BMG Japan,Other,1997,1,3,97,272
BMG Japan,Other,2001,2,3,163,260
BMG Japan,Other,2003,2,4,85,248
BMG Japan,Other,2004,1,5,100,348
BMG Japan,Other,2007,1,3,76,261
BMG Japan,Other,2008,2,3,194,370
BMG Japan,Other,2009,1,3,42,312
BMG Japan,Other,2011,1,4,91,403
BMG Korea Co.,Other,1998,1,1,88,88
BMG Mexico,Other,2002,1,1,99,99
BMG Music,Other,1985,1,1,-32,-32
BMG Music,Other,1986,1,1,35,3
BMG Music Canada Inc.,Other,1986,1,1,100,100
BMG Music International,Other,1987,1,1,63,63
BMG Music Spain,Other,1967,1,1,-82,-82
BMG Music Spain,Other,2002,1,1,97,97
BMG Records Africa,Other,1992,1,1,94,94
BMG Records Africa,Other,1997,1,1,94,94
BMG Records Africa,Other,2009,1,1,74,74
BMG Rights Management,Universal,1964,1,1,95,95
BMG Rights Management,Universal,1970,1,1,100,100
BMG Rights Management,Universal,1971,1,2,92,192
BMG Rights Management,Universal,1982,1,1,97,97
BMG Rights Management,Universal,1983,1,2,94,191
BMG Rights Management,Universal,1985,2,4,183,374
BMG Rights Management,Universal,1986,1,5,11,385
BMG Rights Management,Universal,1990,1,1,94,105
BMG Rights Management,Universal,2020,1,1,91,91
BMG Rights Management (UK) Ltd.,Other,2006,1,1,68,68
BMG Rights Management (US) LLC,Other,1969,1,1,-90,-90
BMG Rights Management (US) LLC,Other,1970,1,1,100,10
BMG Rights Management (US) LLC,Other,1973,1,2,93,103
BMG Rights Management (US) LLC,Other,2014,1,1,36,36
BMG Rights Management (US) LLC,Other,2017,1,1,40,76
BMG Rights Management (US) LLC,Other,2020,1,1,93,133
BMG Rights Management GmbH,Other,1983,1,1,99,99
BMG Rights Management GmbH,Other,2006,1,1,100,100
BMG Special Products,Other,1960,1,1,93,93
BMG Special Products,Other,1966,1,1,97,97
BMG Special Products,Other,1967,1,2,98,195
BMG Special Products,Other,1970,2,4,191,386
BMG Special Products,Other,1972,1,3,72,263
BMG Special Products,Other,1975,2,3,169,241
BMG Special Products,Other,1980,1,1,30,30
BMG Special Products,Other,1981,1,2,86,116
BMG Special Products,Other,1982,2,3,122,238
BMG Special Products,Other,1984,2,4,168,406
BMG Special Products,Other,1985,1,4,100,476
BMG Special Products,Other,1990,2,2,127,127
BMG Special Products,Other,1993,1,2,59,186
BMG Special Products,Other,2000,1,1,6,6
BMG Strategic Marketing Group,Other,1971,1,1,71,71
BMG Sweden,Other,1997,1,1,94,94
BMG UK & Ireland,Other,1976,1,1,-63,-63
BMG UK & Ireland,Other,1983,1,1,100,100
BMG UK & Ireland,Other,1984,1,2,70,170
BMG UK & Ireland,Other,1987,1,3,100,270
BMG UK & Ireland,Other,2005,1,1,96,96
BMG UK Limited,Other,1995,1,1,95,95
BMLG Records,Other,2010,1,1,97,97
BMLG Records,Other,2017,1,1,99,99
BNA Entertainment,Other,1997,1,1,6,6
BNA Records Label,Other,1996,2,2,55,55
BNA Records Label,Other,1997,2,2,-59,-4
BNA Records Label,Other,1999,2,2,150,146
BNA Records Label,Other,2000,2,2,94,240
BNA Records Label,Other,2001,1,2,92,277
BNA Records Label,Other,2002,1,2,100,436
BNA Records Label,Other,2006,2,3,106,206
BR Music,Other,1964,1,1,100,100
BR Music,Other,1967,1,2,97,197
BR Music,Other,1968,2,4,132,329
BR Music,Other,1969,1,3,66,295
BR Music,Other,1974,1,1,88,88
BR Music,Other,1976,2,3,118,206
BR Music,Other,1978,1,4,100,306
BRIT Awards Limited,Other,2013,2,2,196,196
BRS,Other,1964,1,1,100,100
BYU Records,Other,2022,1,1,100,100
Babel,Other,1997,1,1,94,94
Bacci Bros Records,Other,1963,1,1,100,100
Back Beat Records,Universal,1974,1,1,95,95
Back Biter,Other,1961,1,1,100,100
Back Lot Music,Universal,2022,1,1,2,2
Back on Black,Other,1973,1,1,71,71
Back on Black,Other,1980,2,2,78,78
Back on Black,Other,2005,1,1,88,88
Backfire Рroductions,Other,1975,1,1,-37,-37
Background,Other,1968,1,1,84,84
Backstreet Records,Universal,1979,1,1,99,99
Backstreet Records,Universal,1983,1,2,98,197
Bad Batch Records,Other,2019,2,2,194,194
Bad Boy Entertainment,Other,1994,2,2,178,178
Bad Boy Entertainment,Other,1995,2,4,159,337
Bad Boy Entertainment,Other,1996,1,5,88,425
Bad Boy Entertainment,Other,1997,1,6,99,524
