performer_normalized,performer,first_song_year,last_song_year,first_album_year,last_album_year,years_active_on_charts,#_of_unique_years_active,total_charting_songs,total_charting_albums,#1_hit_song_count,#1_hit_album_count,top_10_song_count,top_10_album_count,top_20_song_count,top_20_album_count,top_50_song_count,top_50_album_count,highest_charting_song_name,highest_charting_song_position,first_charting_song_name,first_charting_song_position,first_charting_song_duration,total_charting_songs_duration_weeks,highest_charting_album_name,highest_charting_album_position,first_charting_album_name,first_charting_album_position,first_charting_album_duration,total_charting_albums_duration_weeks,tags,genre_tags_musicbrainz,first_year_on_chart_songs,first_year_top_20_songs,first_year_top_10_songs,first_year_num1_songs,first_year_on_chart_albums,first_year_top_20_albums,first_year_top_10_albums,first_year_num1_albums,aggregate_labels,first_top_10_hit_song_genre_tags,first_top_10_hit_album_genre_tags,genre_tags_through_first_top_10_hit,top_10_hit_song_in_first_year_on_charts,top_10_hit_album_in_first_year_on_charts,top_10_hit_album_or_song_in_first_year_on_charts,years_before_first_top_10_hit_song,years_before_first_top_10_hit_album,years_before_first_top_10_hit_song_or_album,top_10_1hit_wonder_song,top_10_1hit_wonder_album,top_10_hitmaker_songs,top_10_hitmaker_albums,musicbrainz_artist_id,degree_centrality_top10_yearly,degree_centrality_firstsong_yearly,degree_centrality_top10_rolling10,degree_centrality_firstsong_rolling10,degree_centrality_top10_cumulative,degree_centrality_firstsong_cumulative,closeness_centrality_top10_yearly,closeness_centrality_firstsong_yearly,closeness_centrality_top10_rolling10,closeness_centrality_firstsong_rolling10,closeness_centrality_top10_cumulative,closeness_centrality_firstsong_cumulative,harmonic_closeness_centrality_top10_yearly,harmonic_closeness_centrality_firstsong_yearly,harmonic_closeness_centrality_top10_rolling10,harmonic_closeness_centrality_firstsong_rolling10,harmonic_closeness_centrality_top10_cumulative,harmonic_closeness_centrality_firstsong_cumulative,betweenness_centrality_top10_yearly,betweenness_centrality_firstsong_yearly,betweenness_centrality_top10_rolling10,betweenness_centrality_firstsong_rolling10,betweenness_centrality_top10_cumulative,betweenness_centrality_firstsong_cumulative,eigenvector_centrality_top10_yearly,eigenvector_centrality_firstsong_yearly,eigenvector_centrality_top10_rolling10,eigenvector_centrality_firstsong_rolling10,eigenvector_centrality_top10_cumulative,eigenvector_centrality_firstsong_cumulative
dnce,DNCE,2015.0,2016.0,2015.0,2016.0,2015-2016,2,2,2,0,0,1,0,1,1,2,2,Cake By The Ocean,9,Cake By The Ocean,9,46,56,DNCE,17,Swaay (EP),39,41,46,,,2015.0,2015.0,2015.0,,2015.0,2016.0,,,"Republic Records, Universal International",,,,True,False,True,0.0,,0.0,True,False,False,False,1276156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do,Do,2002.0,2002.0,,,2002-2002,1,1,0,0,0,1,0,1,0,1,0,Heaven,8,Heaven,8,27,27,,0,,0,0,0,"pop, psychedelic rock, melodic death metal, alternative metal, hip hop, blues rock, alternative rock, j-pop, dance-pop, classical","pop, psychedelic rock, melodic death metal, alternative metal, hip hop, blues rock, alternative rock, j-pop, dance-pop, classical",2002.0,2002.0,2002.0,,,,,,"15 Passenger, 20:21, A&M Records",trance,,trance,True,False,True,0.0,,0.0,True,False,False,False,2782348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dobie gray,Dobie Gray,1963.0,2003.0,1973.0,1979.0,1963-2003,7,9,3,0,0,2,0,3,0,4,0,Drift Away,5,Look At Me,91,2,105,Drift Away,64,Drift Away,64,21,28,"soul, classic pop and rock, 2008 universal fire victim",soul,1963.0,1965.0,1973.0,,1973.0,,,,"Charger Records, London American Recordings, Decca Records, Geffen Records, Hip‐O Select",,,"soul, northern soul",False,False,False,10.0,,10.0,False,False,True,False,30387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dodie stevens,Dodie Stevens,1959.0,1961.0,,,1959-1961,3,5,0,0,0,1,0,1,0,1,0,Pink Shoe Laces,3,Pink Shoe Laces,3,19,37,,0,,0,0,0,,,1959.0,1959.0,1959.0,,,,,,"Screenland Records, South Bay",,,,True,False,True,0.0,,0.0,True,False,False,False,37980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dody6,Dody6,2024.0,2024.0,,,2024-2024,1,1,0,0,0,1,0,1,0,1,0,Hey Now,5,Hey Now,5,14,14,,0,,0,0,0,,,2024.0,2024.0,2024.0,,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,2875635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doechii,Doechii,2023.0,2026.0,2024.0,2024.0,2023-2026,4,8,1,0,0,1,1,1,1,4,1,Anxiety,9,What It Is (Block Boy),29,29,82,Alligator Bites Never Heal,10,Alligator Bites Never Heal,10,35,35,"hip hop, pop rap, 2020s, gen z","hip hop, pop rap",2023.0,2025.0,2025.0,,2024.0,2024.0,2024.0,,"Capitol Records, Top Dawg Entertainment",,,,False,True,False,2.0,0.0,1.0,True,True,False,False,2198235.0,,,,0.0005451713395638,,0.0002925442995653,,,,0.178685618409558,,0.180575443877419,,,,2487.7091630591844,,4655.659908554614,,,,0.0002175280830288,,9.763624301024936e-05,,,,0.0036353168353701,,1.2712888595167657e-05
doja cat,Doja Cat,2019.0,2025.0,2019.0,2025.0,2019-2025,7,30,5,2,0,8,4,13,4,22,4,Say So,1,Juicy,41,20,561,Planet Her,2,Hot Pink,9,155,432,"hip hop, west coast hip hop, pop, pop rap, power pop, post-grunge, trap, 2020s, rock, nuno","hip hop, west coast hip hop, pop, pop rap, power pop, post-grunge, trap, rock",2019.0,2020.0,2020.0,2020.0,2019.0,2019.0,2019.0,,"Kemosabe, RCA, [no label]",,"pop, pop rap, contemporary r&b","pop, pop rap, contemporary r&b",False,True,True,1.0,0.0,0.0,False,False,True,True,1180526.0,0.0035549235691432,0.0012325390304026,0.0013651255915544,0.0004955401387512,0.0007272727272727,0.0002581711158155,0.088370583032087,0.0811656811357118,0.1689972652163783,0.1511538684746945,0.1699025948726829,0.1559725142153175,286.85342712842476,219.92222222221997,2052.302067377138,1666.6961760462616,3801.175798220859,3250.130096700427,0.0033016516622905,0.0001576906578962,0.0004931160676165,0.0001025612246033,0.0001969582663855,4.585816930410908e-05,1.4990395798567993e-07,0.0025507661588508,0.0088307982912948,0.0043861209451683,1.3829598213524094e-05,2.7624754076559072e-06
dolly parton,Dolly Parton,1974.0,2024.0,1969.0,2023.0,1969-2024,36,21,48,2,0,3,3,4,9,12,17,9 To 5,1,Jolene,60,8,223,Rockstar,3,"Always, Always",162,5,595,"country, bluegrass, pop, country pop, nashville sound, 2008 universal fire victim, nuno","country, bluegrass, pop, country pop, nashville sound",1974.0,1977.0,1977.0,1980.0,1969.0,1977.0,2014.0,,"Buddha Records, Camden Deluxe, Legacy, DCC Compact Classics, RCA, RCA Nashville, RCA Victor, RLG/Legacy, Jigu Records, BMG Special Products, Camden, Columbia, BMG UK & Ireland, Monument, Columbia Nashville, Blue Eye Records, Music Mill Entertainment, Mercury Nashville, Rising Tide, Decca Records, MCA Nashville, Sugar Hill Records, Dolly Records, Sanctuary Records, CTK Enterprises, BMG Heritage, RCA Label Group, EMI, Vinyl Me, Please., Sony Music, Masterworks","country rock, country, pop, bluegrass",,"country rock, country, pop, bluegrass",False,False,False,3.0,45.0,8.0,False,False,True,True,1607.0,,0.0037174721189591,0.0019595035924232,0.0014094432699083,0.0017519271198318,0.0015835312747426,,0.0037174721189591,0.0072700423139181,0.0596616058107883,0.0935571852280987,0.0894026590290287,,1.0,13.033333333333331,94.99635087135135,287.7888111888084,243.93417277167111,,0.0,6.671021119094273e-05,0.003369086277211,0.0050735377907402,0.0050887464233359,,2.345685730767483e-81,1.628430595977947e-17,1.623824319672498e-09,2.835438568468961e-07,1.7555266995422605e-07
domenico modugno,Domenico Modugno,1958.0,1959.0,,,1958-1959,2,2,0,1,0,1,0,1,0,1,0,Nel Blu Dipinto Di Blu (Volaré),1,Nel Blu Dipinto Di Blu (Volaré),1,16,17,,0,,0,0,0,"pop, singer-songwriter, traditional pop","pop, singer-songwriter, traditional pop",1958.0,1958.0,1958.0,1958.0,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,66983.0,0.010204081632653,0.010204081632653,0.0028985507246376,0.0028985507246376,0.0022935779816513,0.0022935779816513,0.010204081632653,0.010204081632653,0.0028985507246376,0.0028985507246376,0.0022935779816513,0.0022935779816513,2.0,2.0,2.0,2.0,2.0,2.0,5.2328623757195185e-05,5.2328623757195185e-05,2.9069645148398223e-06,2.9069645148398223e-06,2.298844521218888e-06,2.298844521218888e-06,5.029872990805558e-23,5.029872990805558e-23,2.0927891702769116e-34,2.0927891702769116e-34,3.635392350557689e-21,3.635392350557689e-21
domino,Domino,1993.0,1996.0,1993.0,1996.0,1993-1996,3,3,2,0,0,1,0,1,0,2,1,Getto Jam,7,Getto Jam,7,20,45,Domino,39,Domino,39,33,34,"blues rock, rock and roll, new orleans r&b, rhythm & blues, rock, rock & roll, blues, jam band, roblox, rock & roll","blues rock, rock and roll, new orleans r&b, rock, blues, jam band",1993.0,1993.0,1993.0,,1993.0,,,,"Columbia, OutBurst Records",,,,True,False,True,0.0,,0.0,True,False,False,False,1503508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
don & juan,Don & Juan,1962.0,1962.0,,,1962-1962,1,2,0,0,0,1,0,1,0,1,0,What's Your Name,7,What's Your Name,7,13,16,,0,,0,0,0,,,1962.0,1962.0,1962.0,,,,,,"Bigtop, Collectables",,,,True,False,True,0.0,,0.0,True,False,False,False,95054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
don henley,Don Henley,1981.0,2000.0,1982.0,2015.0,1981-2015,10,14,6,0,0,5,3,5,4,13,6,Dirty Laundry,3,Leather And Lace,6,19,237,Cass County,3,I Can't Stand Still,24,35,317,"rock, folk, adult contemporary, pop rock, 2008 universal fire victim","rock, folk, pop rock",1981.0,1981.0,1981.0,,1982.0,1984.0,1989.0,,"Asylum Records, Rhino, BMG Direct Marketing, Inc., Geffen Records, Mobile Fidelity Sound Lab, DTS Entertainment",,,,True,False,True,0.0,7.0,0.0,False,False,True,True,997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
don johnson,Don Johnson,1986.0,1988.0,1986.0,1986.0,1986-1988,2,3,1,0,0,1,0,1,1,2,1,Heartbeat,5,Heartbeat,5,15,38,Heartbeat,17,Heartbeat,17,27,27,"graphic artist, stock, rock, pop, electronic, alternative rock, hip hop, jazz, post-bop","rock, pop, electronic, alternative rock, hip hop, jazz, post-bop",1986.0,1986.0,1986.0,,1986.0,1986.0,,,Epic,,,,True,False,True,0.0,,0.0,True,False,False,False,2201144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
don mclean,Don McLean,1971.0,1981.0,1971.0,1981.0,1971-1981,6,9,6,1,1,2,1,3,1,6,3,American Pie (Parts I & II),1,American Pie (Parts I & II),1,19,101,American Pie,1,American Pie,1,48,117,"folk rock, contemporary folk, singer-songwriter, folk, pop rock, english, folk pop, soft, united states, poetic","folk rock, contemporary folk, singer-songwriter, folk, pop rock, folk pop",1971.0,1971.0,1971.0,1971.0,1971.0,1971.0,1971.0,1971.0,"BMG Direct Marketing, Inc., CEMA Special Markets, Capitol Records",,,,True,True,True,0.0,0.0,0.0,False,True,True,False,2970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
don toliver,Don Toliver,2019.0,2026.0,2020.0,2026.0,2019-2026,8,54,5,0,1,1,5,3,5,18,5,Lemonade,6,No Idea,43,11,208,Octane,1,Heaven Or Hell,7,34,108,"hip hop, alternative r&b, trap","hip hop, alternative r&b, trap",2019.0,2026.0,,,2020.0,2020.0,2020.0,2026.0,"Atlantic, Cactus Jack, We Run It Ent.",,,,False,True,False,,0.0,1.0,True,False,False,True,1697548.0,,0.000821692686935,,0.0001982160555004,,0.0001032684463262,,0.0764802474093405,,0.1494871512021558,,0.1542461590707533,,204.87233044732864,,1668.205230880245,,3228.2641600614747,,0.0010983631124572,,4.168801333055623e-07,,3.120787879795954e-08,,0.0004044195077157,,0.0050956700082971,,2.541419616147114e-06
donell jones,Donell Jones,1996.0,2002.0,1996.0,2013.0,1996-2013,8,7,7,0,0,1,1,1,3,3,5,U Know What's Up,7,Knocks Me Off My Feet,49,20,110,Life Goes On,3,My Heart,180,4,94,"neo-soul, r&b, contemporary r&b","r&b, contemporary r&b",1996.0,1999.0,1999.0,,1996.0,2002.0,2002.0,,"LaFace Records, Arista",,,pop,False,False,False,3.0,6.0,3.0,True,True,False,False,20558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donna fargo,Donna Fargo,1972.0,1975.0,1972.0,1973.0,1972-1975,4,8,2,0,0,1,0,2,0,3,1,Funny Face,5,Funny Face,5,20,81,The Happiest Girl In The Whole U.S.A.,47,The Happiest Girl In The Whole U.S.A.,47,43,54,"singer-songwriter, country, 2008 universal fire victim","singer-songwriter, country",1972.0,1972.0,1972.0,,1972.0,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,103770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donna lewis,Donna Lewis,1996.0,1997.0,1996.0,1996.0,1996-1997,2,3,1,0,0,1,0,1,0,3,1,I Love You Always Forever,2,I Love You Always Forever,2,41,76,Now In A Minute,31,Now In A Minute,31,39,39,"pop, dance, house, electronica, electropop, tech house, adult contemporary, pop rock, dream pop, progressive house","pop, dance, house, electronica, electropop, tech house, pop rock, dream pop, progressive house",1996.0,1996.0,1996.0,,1996.0,,,,Atlantic,,,,True,False,True,0.0,,0.0,True,False,False,False,11336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donna summer,Donna Summer,1975.0,1999.0,1975.0,2013.0,1975-2013,18,31,22,3,3,13,4,13,9,23,15,MacArthur Park,1,Love To Love You Baby,2,18,418,Live And More,1,Love To Love You Baby,11,30,528,"disco, soul, dance, dance-pop, hi-nrg, pop soul, rock, smooth soul, electronic, pop","disco, soul, dance, dance-pop, hi-nrg, pop soul, rock, smooth soul, electronic, pop",1975.0,1975.0,1975.0,1978.0,1975.0,1975.0,1978.0,1978.0,"Atlantic, Casablanca Record and FilmWorks, Casablanca Records, Island, Island Def Jam, Casablanca, Ariola",,,,True,False,True,0.0,3.0,0.0,False,False,True,True,236439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donnie brooks,Donnie Brooks,1960.0,1961.0,,,1960-1961,2,3,0,0,0,1,0,1,0,2,0,Mission Bell,7,Mission Bell,7,20,32,,0,,0,0,0,,,1960.0,1960.0,1960.0,,,,,,"Era Records, TeenAger Records",,,,True,False,True,0.0,,0.0,True,False,False,False,192776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donny & marie osmond,Donny & Marie Osmond,1974.0,1978.0,1974.0,1978.0,1974-1978,5,7,6,0,0,2,0,3,0,7,1,I'm Leaving It (All) Up To You,4,I'm Leaving It (All) Up To You,4,15,94,I'm Leaving It All Up To You,35,I'm Leaving It All Up To You,35,30,108,,,1974.0,1974.0,1974.0,,1974.0,,,,"Kolob Music, MGM Records",,,,True,False,True,0.0,,0.0,False,False,True,False,84200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donny hathaway,Donny Hathaway,1970.0,2021.0,1971.0,2020.0,1970-2021,8,12,6,0,0,2,0,2,1,6,2,The Closer I Get To You,2,The Ghetto-Part 1,87,8,113,Donny Hathaway Live,18,Everything Is Everything,73,25,132,"soul, you've got a friend",soul,1970.0,1972.0,1972.0,,1971.0,1972.0,,,,,,,False,False,False,2.0,,2.0,False,False,True,False,16158.0,0.0033670033670033,,0.0007949125596184,,0.0004466279589102,,0.0033670033670033,,0.0007949125596184,,0.0004466279589102,,1.0,,1.0,,1.0,,0.0,,0.0,,0.0,,1.0846002157741958e-22,,4.407846448108379e-38,,7.304773311619765e-57,
donny osmond,Donny Osmond,1971.0,1991.0,1971.0,2015.0,1971-2015,14,15,16,1,0,5,1,9,4,13,7,Go Away Little Girl,1,Go Away Little Girl,1,15,182,Portrait Of Donny,6,"To You With Love, Donny",12,33,265,"pop, classic pop and rock",pop,1971.0,1971.0,1971.0,1971.0,1971.0,1971.0,1972.0,,"MGM Records, Polydor, 7T’s, Republic Records",,,,True,False,True,0.0,1.0,0.0,False,True,True,False,43231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donny osmond of the osmonds,Donny Osmond of The Osmonds,1971.0,1971.0,,,1971-1971,1,1,0,0,0,1,0,1,0,1,0,Sweet And Innocent,7,Sweet And Innocent,7,16,16,,0,,0,0,0,,,1971.0,1971.0,1971.0,,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donovan,Donovan,1965.0,1973.0,1967.0,1976.0,1965-1976,10,16,17,1,0,4,1,6,7,11,9,Sunshine Superman,1,Catch The Wind,23,10,137,Donovan's Greatest Hits,4,Sunshine Superman,11,29,293,"folk, psychedelic folk, singer-songwriter, psychedelic pop, australian, folk pop, rock, scottish, folk-rock, folk rock","folk, psychedelic folk, singer-songwriter, psychedelic pop, folk pop, rock, folk rock",1965.0,1966.0,1966.0,1966.0,1967.0,1967.0,1969.0,,"ARC Records, Castle Pie, Garland, Marble Arch, Pye Records, Spectrum Music, Castle Select, Hallmark Records, Beat Goes On Records, Classic Popular, EMI, Bella Musica, Collectables, Epic, Legacy",,,folk,False,False,False,1.0,2.0,1.0,False,True,True,False,2418268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doris troy,Doris Troy,1963.0,1963.0,,,1963-1963,1,1,0,0,0,1,0,1,0,1,0,Just One Look,10,Just One Look,10,14,14,,0,,0,0,0,"soul, contralto, rhythm & blues, background vocalist",soul,1963.0,1963.0,1963.0,,,,,,"Atlantic, Collectables, Ichiban",,,,True,False,True,0.0,,0.0,True,False,False,False,104644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dorothy combs morrison,Dorothy Combs Morrison,1969.0,1969.0,,,1969-1969,1,1,0,0,0,1,0,1,0,1,0,Oh Happy Day,4,Oh Happy Day,4,10,10,,0,,0,0,0,,,1969.0,1969.0,1969.0,,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dorothy moore,Dorothy Moore,1976.0,1977.0,1976.0,1977.0,1976-1977,2,3,2,0,0,1,0,1,0,2,1,Misty Blue,3,Misty Blue,3,22,48,Misty Blue,29,Misty Blue,29,23,36,"blues, soul, disco, gospel, r&b","blues, soul, disco, gospel, r&b",1976.0,1976.0,1976.0,,1976.0,,,,"BMG Direct, Big Break Records, Malaco Records",,,,True,False,True,0.0,,0.0,True,False,False,False,70454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dr. dre,Dr. Dre,1993.0,2012.0,1993.0,2015.0,1993-2015,12,14,5,1,0,5,3,5,3,13,4,Crack A Bottle,1,"Nuthin' But A ""G"" Thang",2,27,207,Dr. Dre -- 2001,2,The Chronic,3,97,365,"hip hop, west coast hip hop, g-funk, gangsta rap, pop rap, hardcore hip hop, instrumental hip hop, horror punk, greek, comedy","hip hop, west coast hip hop, g-funk, gangsta rap, pop rap, hardcore hip hop, instrumental hip hop, horror punk, comedy",1993.0,1993.0,1993.0,2009.0,1993.0,1993.0,1993.0,,"Atlantic, Death Row Records, Interscope Records, ARY, Inc., Aftermath Entertainment, BMG Direct Marketing",,hip hop,hip hop,True,True,True,0.0,0.0,0.0,False,False,True,True,373.0,,,0.0003052503052503,0.0003052503052503,0.0001706484641638,0.0001706484641638,,,0.0003052503052503,0.0003052503052503,0.0001706484641638,0.0001706484641638,,,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,,,3.556459525797567e-52,3.556459525797567e-52,8.33513833741998e-57,8.33513833741998e-57
dr. hook,Dr. Hook,1975.0,1982.0,1972.0,1982.0,1972-1982,10,15,10,0,0,4,0,6,0,9,2,Sexy Eyes,5,The Millionaire,95,5,215,Sloppy Seconds,41,Sloppy Seconds,41,31,200,"rock, pop, american, country rock, soft rock","rock, pop, country rock, soft rock",1975.0,1976.0,1976.0,,1972.0,,,,,,,,False,False,False,1.0,,4.0,False,False,True,False,22155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dr. hook and the medicine show,Dr. Hook And The Medicine Show,1972.0,1973.0,,,1972-1973,2,5,0,0,0,2,0,2,0,2,0,Sylvia's Mother,5,Sylvia's Mother,5,15,52,,0,,0,0,0,,,1972.0,1972.0,1972.0,,,,,,,,,,True,False,True,0.0,,0.0,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dr. john,Dr. John,1972.0,1974.0,1971.0,2014.0,1971-2014,7,4,8,0,0,1,0,1,0,2,2,Right Place Wrong Time,9,Iko Iko,71,5,38,In The Right Place,24,"Dr. John, The Night Tripper (The Sun, Moon & Herbs)",184,5,87,"psychedelic rock, funk, new orleans r&b, soul, blues rock, rhythm and blues, classic pop and rock, jazz, rhythm & blues, folk","psychedelic rock, funk, new orleans r&b, soul, blues rock, jazz, folk",1972.0,1973.0,1973.0,,1971.0,,,,"ATCO Records, Playing for Change Records, Rhino Records, Atlantic, Flashback Records","rock, funk, soul, r&b, blues, pop, classic rock",,"rock, funk, soul, r&b, blues, pop, classic rock",False,False,False,1.0,,2.0,True,False,False,False,532332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drake,Drake,2009.0,2025.0,2009.0,2025.0,2009-2025,17,361,17,13,14,81,17,140,17,247,17,What's My Name?,1,Best I Ever Had,2,24,3426,Thank Me Later,1,So Far Gone (EP),6,47,3700,"hip hop, folk, r&b, contemporary r&b, pop rap, alternative r&b, contemporary folk, chamber folk, singer-songwriter, folktronica","hip hop, folk, r&b, contemporary r&b, pop rap, alternative r&b, contemporary folk, chamber folk, singer-songwriter, folktronica",2009.0,2009.0,2009.0,2010.0,2009.0,2009.0,2009.0,2010.0,"Cash Money Records, Young Money, Betamorph Recordings, Blackstar Records, Interscope Records",,,,True,True,True,0.0,0.0,0.0,False,False,True,True,2059155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dream,Dream,2000.0,2001.0,2001.0,2023.0,2000-2023,3,2,2,0,0,1,1,1,1,2,1,He Loves U Not,2,He Loves U Not,2,28,48,It Was All A Dream,6,It Was All A Dream,6,34,35,"progressive metal, electronic, ambient, k-pop, k-rock, rock, berlin school, krautrock, progressive electronic, pop","progressive metal, electronic, ambient, k-pop, rock, berlin school, krautrock, progressive electronic, pop",2000.0,2000.0,2000.0,,2001.0,2001.0,2001.0,,"Bad Boy Entertainment, Puff Daddy Records, Bad Boy Records, Regime Music Group","pop, teen pop, electronic, synth-pop, dance-pop",,"pop, teen pop, electronic, synth-pop, dance-pop",True,True,True,0.0,0.0,0.0,True,True,False,False,1937907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drs,DRS,1993.0,1993.0,1993.0,1993.0,1993-1993,1,1,1,0,0,1,0,1,0,1,1,Gangsta Lean,4,Gangsta Lean,4,20,20,Gangsta Lean,34,Gangsta Lean,34,15,15,"drum and bass, latvian, latvian, latvian, latvian, latvian, latvian, latvian, latvian, latvian",drum and bass,1993.0,1993.0,1993.0,,1993.0,,,,Capitol Records,pop,,pop,True,False,True,0.0,,0.0,True,False,False,False,2521504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dru hill,Dru Hill,1996.0,2003.0,1996.0,2010.0,1996-2010,8,11,5,0,0,3,1,5,1,7,4,How Deep Is Your Love,3,"Tell Me (From ""Eddie"")",18,23,196,Enter The Dru,2,Dru Hill,23,72,156,,,1996.0,1996.0,1997.0,,1996.0,1998.0,1998.0,,"Fourth and Broadway Records, Island, Island Black Music, Def Soul",soul,,soul,False,False,False,1.0,2.0,1.0,False,True,True,False,11994.0,0.0012903225806451,,0.0002431906614785,,0.0001403705783267,,0.0012903225806451,,0.0037014401584604,,0.0022869925213675,,1.0,,18.129040404040403,,19.39127816627816,,0.0,,0.0,,0.0,,4.429136202979419e-31,,6.376843417955635e-39,,1.533927919108487e-42,
dru hill & kool mo dee,Dru Hill & Kool Mo Dee,1999.0,1999.0,,,1999-1999,1,1,0,1,0,1,0,1,0,1,0,Wild Wild West,1,Wild Wild West,1,17,17,,0,,0,0,0,,,1999.0,1999.0,1999.0,1999.0,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dua lipa,Dua Lipa,2016.0,2025.0,2017.0,2024.0,2016-2025,10,24,3,0,0,6,2,9,2,15,3,Don't Start Now,2,Blow Your Mind (Mwah),72,1,535,Radical Optimism,2,Dua Lipa,27,97,376,"dance-pop, pop, electropop, contemporary r&b, synth-pop, nu disco, house, indie pop, boogie, dream pop","dance-pop, pop, electropop, contemporary r&b, synth-pop, nu disco, house, indie pop, boogie, dream pop",2016.0,2017.0,2017.0,,2017.0,2020.0,2020.0,,"Warner Bros. Records, URBAN, Vertigo, Universal Music, Vertigo Berlin, Universal Music Group, Warner Records",,,pop rock,False,False,False,1.0,3.0,1.0,False,False,True,True,1290968.0,0.0025075225677031,0.0005458515283842,0.0006856359273225,0.0001214476560602,0.0003471017007983,6.106124442816144e-05,0.0842394660513844,0.0552840299002155,0.1413391638013808,0.1206287047013985,0.1645361137418525,0.1523035503486732,186.24047619047604,108.7985930735934,1374.1621905872069,1082.823633311124,3053.968383413711,2642.742402652262,0.0021114447205137,0.0,0.000117605918676,0.0,9.908292567170277e-05,0.0,0.0050251609169177,1.0408908314820225e-06,0.0108684154436653,0.0014956679771909,3.922822196995321e-05,1.886350925094632e-05
duane eddy,Duane Eddy And The Rebels,1959.0,1986.0,,,1959-1986,7,13,0,0,0,2,0,2,0,6,0,Because They're Young,4,Forty Miles Of Bad Road,9,15,87,,0,,0,0,0,,,1959.0,1959.0,1959.0,,,,,,,,,,True,False,True,0.0,,0.0,False,False,True,False,9152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duane eddy his twangy guitar,Duane Eddy His Twangy Guitar,1958.0,1960.0,,,1958-1960,3,12,0,0,0,1,0,3,0,11,0,Rebel-'rouser,6,Rebel-'rouser,6,8,112,,0,,0,0,0,,,1958.0,1958.0,1958.0,,,,,,,,,,True,False,True,0.0,,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duran duran,Duran Duran,1982.0,2004.0,1982.0,2023.0,1982-2023,20,21,19,2,0,11,5,13,8,16,13,The Reflex,1,Hungry Like The Wolf,3,23,300,Arena,4,Rio,6,128,447,"new wave, pop, new romantic, rock, synth-pop, electronic, alternative rock, pop rock, electro, dance","new wave, pop, new romantic, rock, synth-pop, electronic, alternative rock, pop rock, electro, dance",1982.0,1982.0,1982.0,1984.0,1982.0,1982.0,1982.0,,"EMI, EMI Catalogue, Rhino, BMG Direct Marketing, Inc., Bertelsmann Club, Capitol Records",,,,True,True,True,0.0,0.0,0.0,False,False,True,True,1146.0,0.0029498525073746,0.0029498525073746,0.0005675368898978,0.0005675368898978,0.0002855511136493,0.0002855511136493,0.0029498525073746,0.0029498525073746,0.0005675368898978,0.0005675368898978,0.0002855511136493,0.0002855511136493,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.6469777099612547e-32,2.6469777099612547e-32,3.730576646079297e-43,3.730576646079297e-43
