performer_normalized,performer,first_song_year,last_song_year,first_album_year,last_album_year,years_active_on_charts,#_of_unique_years_active,total_charting_songs,total_charting_albums,#1_hit_song_count,#1_hit_album_count,top_10_song_count,top_10_album_count,top_20_song_count,top_20_album_count,top_50_song_count,top_50_album_count,highest_charting_song_name,highest_charting_song_position,first_charting_song_name,first_charting_song_position,first_charting_song_duration,total_charting_songs_duration_weeks,highest_charting_album_name,highest_charting_album_position,first_charting_album_name,first_charting_album_position,first_charting_album_duration,total_charting_albums_duration_weeks,tags,genre_tags_musicbrainz,first_year_on_chart_songs,first_year_top_20_songs,first_year_top_10_songs,first_year_num1_songs,first_year_on_chart_albums,first_year_top_20_albums,first_year_top_10_albums,first_year_num1_albums,aggregate_labels,first_top_10_hit_song_genre_tags,first_top_10_hit_album_genre_tags,genre_tags_through_first_top_10_hit,top_10_hit_song_in_first_year_on_charts,top_10_hit_album_in_first_year_on_charts,top_10_hit_album_or_song_in_first_year_on_charts,years_before_first_top_10_hit_song,years_before_first_top_10_hit_album,years_before_first_top_10_hit_song_or_album,top_10_1hit_wonder_song,top_10_1hit_wonder_album,top_10_hitmaker_songs,top_10_hitmaker_albums
cole swindell,Cole Swindell,2013.0,2025.0,2014.0,2022.0,2013-2025,10,12,7,0,0,0,3,1,3,9,7,She Had Me At Heads Carolina,16,Chillin' It,28,20,223,Cole Swindell,3,Cole Swindell,3,99,231,"country pop, contemporary country, bro-country","country pop, contemporary country, bro-country",2013.0,2022.0,,,2014.0,2014.0,2014.0,,"Warner Bros. Nashville, Warner Bros. Records",,,,False,True,False,,0,1,False,False,False,True
color me badd,Color Me Badd,1991.0,1998.0,1991.0,1996.0,1991-1998,6,10,4,2,0,3,1,6,1,10,1,All 4 Love,1,All 4 Love,1,28,200,C.M.B.,3,C.M.B.,3,77,99,"new jack swing, contemporary r&b, boy band, pop soul","new jack swing, contemporary r&b, pop soul",1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,1991.0,,"Giant, Reprise Records, Columbia House, X5 Music Group",,new jack swing,new jack swing,True,True,True,0,0,0,False,True,True,False
colt ford,Colt Ford,,,2009.0,2017.0,2009-2017,6,0,6,0,0,0,2,0,2,0,4,,0,,0,0,0,Declaration Of Independence,5,Ride Through The Country,97,22,85,"hip hop, southern rock, country rap","hip hop, southern rock, country rap",,,,,2009.0,2012.0,2012.0,,Average Joe's Ent.,,,,False,False,False,,3,3,False,False,False,True
commodores,Commodores,1974.0,1986.0,1974.0,2013.0,1974-2013,13,25,18,2,0,10,5,12,8,18,12,Three Times A Lady,1,Machine Gun,22,13,354,Commodores,3,Machine Gun,138,9,475,"funk, r&b, soul, disco, smooth soul, pop, jazz, gold","funk, r&b, soul, disco, smooth soul, pop, jazz",1974.0,1975.0,1975.0,1978.0,1974.0,1976.0,1977.0,,"Motown, Motown Music, Tamla Motown, PTG Records, MCA Special Products, PolyGram",,,"funk, soul, pop, motown, r&b",False,False,False,1,3,1,False,False,True,True
common,Common,2000.0,2015.0,1997.0,2019.0,1997-2019,12,7,10,0,1,1,3,1,6,4,8,Love Of My Life (An Ode To Hip Hop),9,The Light,44,19,91,Finding Forever,1,One Day It'll All Make Sense,62,5,129,"hip hop, conscious hip hop, bluegrass, alternative hip hop, producer, triphop, trip hop, downtempo, the uncommoners, theuncommoners","hip hop, conscious hip hop, bluegrass, alternative hip hop, trip hop, downtempo",2000.0,2002.0,2002.0,,1997.0,2000.0,2005.0,2007.0,"MCA Records, Smirnoff, Wax Poetics Japan, Relativity Records, Geffen Records, UMG, Bayview Financial Trading Group, Epic, G.O.O.D. Music",,hip hop,hip hop,False,False,False,2,8,5,True,False,False,True
conan gray,Conan Gray,2020.0,2020.0,2018.0,2025.0,2018-2025,5,1,5,0,0,0,3,0,4,1,4,Heather,46,Heather,46,15,15,Wishbone,3,Sunset Season (EP),116,1,54,"pop, queer, ballad, pop rock, indie pop, alternative pop, gen z, singer-songwriter, 2020s, synth-pop","pop, ballad, pop rock, indie pop, alternative pop, singer-songwriter, synth-pop",2020.0,,,,2018.0,2020.0,2020.0,,Republic Records,,,,False,False,False,,2,2,False,False,False,True
coolio,Coolio,1994.0,1997.0,1994.0,1997.0,1994-1997,4,6,3,1,0,3,2,4,2,6,3,"Gangsta's Paradise (From ""Dangerous Minds"")",1,Fantastic Voyage,3,25,137,It Takes A Thief,8,It Takes A Thief,8,30,101,"hip hop, west coast hip hop, gangsta rap, conscious hip hop, g-funk, pop rap, contemporary r&b","hip hop, west coast hip hop, gangsta rap, conscious hip hop, g-funk, pop rap, contemporary r&b",1994.0,1994.0,1994.0,1995.0,1994.0,1994.0,1994.0,,"Tommy Boy, Tommy Boy Music, Inc.",,,,True,True,True,0,0,0,False,False,True,True
corinne bailey rae,Corinne Bailey Rae,2006.0,2007.0,2006.0,2016.0,2006-2016,5,2,4,0,0,0,2,0,2,0,3,Like A Star,56,Put Your Records On,64,19,21,Corinne Bailey Rae,4,Corinne Bailey Rae,4,72,91,"soul, neo soul, iswcs pending","soul, neo soul",2006.0,,,,2006.0,2006.0,2006.0,,"BMG Direct Marketing, Inc., Capitol Records, EMI",,,,False,True,True,,0,0,False,False,False,True
count basie,Count Basie,1958.0,1968.0,1967.0,1968.0,1958-1968,5,5,3,0,0,0,1,0,1,1,1,For Your Precious Love,49,Going To Chicago Blues,100,1,24,Sinatra At The Sands,9,Sinatra At The Sands,9,45,54,"jazz, swing, big band, jazz, swing, big band, shoutin blues, american, piano blues, classic pop and rock","jazz, swing, big band, jazz, swing, big band, piano blues",1958.0,,,,1968.0,,,,,,,,False,False,False,,,,False,True,False,False
counting crows,Counting Crows,1999.0,2004.0,1994.0,2014.0,1994-2014,12,3,12,0,1,0,6,0,8,3,9,Hanginaround,28,Hanginaround,28,20,60,Recovering The Satellites,1,August And Everything After,4,93,273,"alternative rock, folk rock, rock, americana, pop rock, indie rock, soft rock, alliteration, roots rock, 2008 universal fire victim","alternative rock, folk rock, rock, americana, pop rock, indie rock, soft rock, roots rock",1999.0,,,,1994.0,1994.0,1994.0,1996.0,"Analogue Productions, BMG Direct Marketing, Inc., Counting Crows, LLC",,,,False,True,True,,0,0,False,False,False,True
court yard hounds,Court Yard Hounds,,,2010.0,2013.0,2010-2013,2,0,2,0,0,0,1,0,1,0,1,,0,,0,0,0,Court Yard Hounds,7,Court Yard Hounds,7,12,14,"country, country rock, soft rock, pop rock","country, country rock, soft rock, pop rock",,,,,2010.0,2010.0,2010.0,,"Columbia, Sony Music",,,,False,True,True,,0,0,False,True,False,False
coverdale/page,Coverdale/Page,,,1993.0,1993.0,1993-1993,1,0,1,0,0,0,1,0,1,0,1,,0,,0,0,0,Coverdale Page,5,Coverdale Page,5,24,24,,,,,,,1993.0,1993.0,1993.0,,,,,,False,True,True,,0,0,False,True,False,False
crash test dummies,Crash Test Dummies,1991.0,1994.0,1994.0,1996.0,1991-1996,3,3,2,0,0,1,1,1,1,1,1,Mmm Mmm Mmm Mmm,4,Superman's Song,56,6,40,God Shuffled His Feet,9,God Shuffled His Feet,9,42,47,"alternative rock, rock and indie, rock, pop","alternative rock, rock, pop",1991.0,1994.0,1994.0,,1994.0,1994.0,1994.0,,"Arista, BMG, Bugsy Records, BMG Direct Marketing, Inc.",,,,False,True,False,3,0,3,True,True,False,False
crazy horse,Neil Young & Crazy Horse,1970.0,1979.0,1971.0,2022.0,1970-2022,18,2,18,0,0,0,3,0,4,0,10,Cinnamon Girl,55,Cinnamon Girl,55,9,14,Americana,4,Crazy Horse,84,11,195,,,1970.0,,,,1981.0,2012.0,2012.0,,,,,,False,False,False,,31,42,False,False,False,True
crazy town,Crazy Town,2001.0,2001.0,2000.0,2002.0,2000-2002,3,1,2,1,0,1,1,1,1,1,1,Butterfly,1,Butterfly,1,23,23,The Gift Of Game,9,The Gift Of Game,9,34,35,"nu metal, rap rock, rock, alternative rock, rapcore","nu metal, rap rock, rock, alternative rock, rapcore",2001.0,2001.0,2001.0,2001.0,2000.0,2000.0,2000.0,,"Columbia, Just-Us, BMG Direct, SME Records",,"rock, metal","rock, metal",True,True,True,0,0,0,True,True,False,False
cream,Cream,1968.0,1969.0,1967.0,2005.0,1967-2005,6,5,9,0,1,2,4,2,5,3,7,Sunshine Of Your Love,5,Sunshine Of Your Love,5,26,55,Wheels Of Fire,1,Disraeli Gears,4,83,346,"alternative rock, blues rock, electronic, alternative dance, grunge, alternative rock, rock, hard rock, psychedelic rock, synth punk","alternative rock, blues rock, electronic, alternative dance, grunge, alternative rock, rock, hard rock, psychedelic rock",1968.0,1968.0,1968.0,,1967.0,1967.0,1967.0,1968.0,"ATCO Records, Manifesto, On Stage, Phono Music Zounds, Polydor, Zounds, BMG Direct, Mobile Fidelity Sound Lab",classic rock,,,True,True,True,0,0,0,False,False,True,True
creed,Creed,1999.0,2009.0,1997.0,2025.0,1997-2025,8,7,6,1,2,4,3,4,4,4,5,With Arms Wide Open,1,Higher,7,57,191,Human Clay,1,My Own Prison,22,112,493,"swamp rock, rock, country rock, blues rock, roots rock, alternative rock, rock, post-grunge, southern rock, classic rock","swamp rock, rock, country rock, blues rock, roots rock, alternative rock, rock, post-grunge, southern rock, classic rock",1999.0,1999.0,1999.0,2000.0,1997.0,1999.0,1999.0,1999.0,"Epic, Sony Music, Wind‐up, Attic, Blue Collar Records, Craft Recordings, The Bicycle Music Company",,"post-grunge, hard rock","post-grunge, hard rock",True,False,False,0,2,2,False,False,True,True
creedence clearwater revival,Creedence Clearwater Revival,1968.0,1976.0,1968.0,2023.0,1968-2023,13,16,17,0,2,9,5,11,9,14,10,Bad Moon Rising,2,Suzie Q. (Part One),11,12,162,Green River,1,Creedence Clearwater Revival: Collector's Edition,52,73,1995,"swamp rock, country rock, rock, roots rock, blues rock, southern rock, american, classic rock, folk rock, rock and roll","swamp rock, country rock, rock, roots rock, blues rock, southern rock, classic rock, folk rock, rock and roll",1968.0,1968.0,1969.0,,1968.0,1969.0,1969.0,1969.0,"Fantasy, Green Ray, Collectables, Epic, Analogue Productions, BMG Direct Marketing, Inc., Carrère, On Stage, Phono Music Zounds",,,,False,False,False,1,1,1,False,False,True,True
"crosby, stills & nash","Crosby, Stills & Nash",1969.0,1983.0,1969.0,2009.0,1969-2009,9,8,9,0,0,2,3,3,3,7,5,Just A Song Before I Go,7,Suite: Judy Blue Eyes,21,12,97,CSN,2,"Crosby,Stills & Nash",6,107,221,"folk rock, folk pop, yacht rock, soft rock, singer-songwriter, pop rock, 2008 universal fire victim, adult contemporary, rock","folk rock, folk pop, yacht rock, soft rock, singer-songwriter, pop rock, rock",1969.0,1977.0,1977.0,,1969.0,1969.0,1969.0,,"Atlantic, Rhino Atlantic",,,,False,True,True,8,0,0,False,False,True,True
"crosby, stills, nash & young","Crosby, Stills, Nash & Young",1970.0,1989.0,1970.0,2024.0,1970-2024,10,5,11,0,3,0,3,3,5,4,7,Woodstock,11,Woodstock,11,11,48,Deja Vu,1,Deja Vu,1,100,214,"folk rock, acoustic rock, pop rock, rock, folk pop, country rock, singer/songwriter, soft rock","folk rock, acoustic rock, pop rock, rock, folk pop, country rock, soft rock",1970.0,1970.0,,,1970.0,1970.0,1970.0,1970.0,,,,,False,True,True,,0,0,False,False,False,True
crowder,Crowder,,,2012.0,2024.0,2012-2024,6,0,6,0,0,0,1,0,2,0,3,,0,,0,0,0,Neon Steeple,9,iTunes Session,172,1,17,"comedy, contemporary christian","comedy, contemporary christian",,,,,2012.0,2014.0,2014.0,,"Sparrow Records, sixstepsrecords",,,,False,False,False,,2,2,False,True,False,False
crown the empire,Crown The Empire,,,2014.0,2019.0,2014-2019,3,0,3,0,0,0,1,0,2,0,2,,0,,0,0,0,The Resistance: Rise Of The Runaways,7,The Resistance: Rise Of The Runaways,7,4,6,"metalcore, post-hardcore, trancecore, electronic","metalcore, post-hardcore, electronic",,,,,2014.0,2014.0,2014.0,,Rise Records,,,,False,True,True,,0,0,False,True,False,False
culture club,Culture Club,1982.0,1986.0,1983.0,1998.0,1982-1998,6,10,6,1,0,6,1,9,2,10,4,Karma Chameleon,1,Do You Really Want To Hurt Me,2,25,167,Colour By Numbers,2,Colour By Numbers,2,59,189,"new wave, pop, blue-eyed soul, pop soul, punk/new wave, alliteration, dance-pop, new romantic","new wave, pop, blue-eyed soul, pop soul, dance-pop, new romantic",1982.0,1982.0,1982.0,1983.0,1983.0,1983.0,1983.0,,"Epic, Virgin, Daily Mail, EMI Marketing",,"pop, rock",,True,True,True,0,0,0,False,True,True,False
curren$y,Curren$Y,2016.0,2016.0,2010.0,2019.0,2010-2019,7,1,8,0,0,0,1,0,1,0,6,Bottom Of The Bottle,97,Bottom Of The Bottle,97,1,1,The Stoned Immaculate,8,Pilot Talk,39,3,16,"hip hop, southern hip hop, gangsta rap, dirty south, alternative hip hop, underground hip hop","hip hop, southern hip hop, gangsta rap, dirty south, alternative hip hop, underground hip hop",2016.0,,,,2010.0,2012.0,2012.0,,"DD172, Jet Life Recordings, Warner Bros. Records",,,,False,False,False,,2,2,False,True,False,False
curtis mayfield,Curtis Mayfield,1970.0,1975.0,1970.0,1996.0,1970-1996,11,9,16,0,1,2,1,2,3,5,7,"Freddie's Dead (Theme From ""Superfly"")",4,(Don't Worry) If There's A Hell Below We're All Going To Go,29,12,89,Superfly,1,Curtis,19,49,293,"soul, funk, r&b, chicago soul, smooth soul, crooners, psychedelic soul, singer-songwriter, rnb, american","soul, funk, r&b, chicago soul, smooth soul, psychedelic soul, singer-songwriter",1970.0,1972.0,1972.0,,1970.0,1970.0,1972.0,1972.0,"Charly Records, Curtom Records, Black Box, Buddah Records, Capitol Records, Beechwood Music, Castle Communications, Castle Select, Charly Groove, Curtom, Rhino",,,"funk, soul",False,False,False,2,2,2,False,True,True,False
cyndi lauper,Cyndi Lauper,1983.0,1995.0,1983.0,2016.0,1983-2016,15,14,11,2,0,8,2,9,2,10,7,Time After Time,1,Girls Just Want To Have Fun,2,25,198,She's So Unusual: A 30th Anniversary Celebration,4,She's So Unusual: A 30th Anniversary Celebration,4,97,206,"pop, blues, pop rock, 80's pop, new wave, synthpop, rock, dance-pop","pop, blues, pop rock, new wave, rock, dance-pop",1983.0,1983.0,1983.0,1984.0,1983.0,1983.0,1983.0,,"CBS, Epic, FM Concert Broadcasts Ltd.",,,,True,True,True,0,0,0,False,False,True,True
cynthia erivo,Cynthia Erivo,2024.0,2025.0,2024.0,2025.0,2024-2025,2,7,3,0,0,0,2,0,2,2,2,For Good,43,Defying Gravity,44,10,24,Wicked: The Soundtrack,2,Wicked: The Soundtrack,2,32,40,soul,soul,2024.0,,,,2024.0,2024.0,2024.0,,,,,,False,True,True,,0,0,False,False,False,True
cypress hill,Cypress Hill,1992.0,1998.0,1992.0,2018.0,1992-2018,11,6,11,0,1,0,3,1,5,2,8,Insane In The Brain,19,How I Could Just Kill A Man/The Phuncky Feel One,77,8,67,Black Sunday,1,Cypress Hill,31,89,261,"hip hop, west coast hip hop, gangsta rap, hardcore hip hop, alternative rap, rapcore, chicano rap, rap rock, hardcore rap, boom bap","hip hop, west coast hip hop, gangsta rap, hardcore hip hop, rapcore, chicano rap, rap rock, boom bap",1992.0,1993.0,,,1992.0,1993.0,1993.0,1993.0,"BMG Direct, Camden Deluxe, Columbia, Legacy, Mercury Records",,,hip hop,False,False,False,,1,1,False,False,False,True
d'angelo,D'Angelo,1995.0,2002.0,1995.0,2015.0,1995-2015,6,8,3,0,1,1,2,1,2,3,3,Lady,10,Brown Sugar,27,20,90,Voodoo,1,Brown Sugar,22,65,113,"house, jazz","house, jazz",1995.0,1996.0,1996.0,,1995.0,2000.0,2000.0,2000.0,,,,,False,False,False,1,5,1,True,False,False,True
d.j. jazzy jeff & the fresh prince,D.J. Jazzy Jeff & The Fresh Prince,1988.0,1991.0,1987.0,1991.0,1987-1991,4,6,4,0,0,1,1,4,2,4,3,Summertime,4,Parents Just Don't Understand,12,19,93,"He's The D.J., I'm The Rapper",4,Rock The House,83,18,135,,,1988.0,1988.0,1991.0,,1987.0,1988.0,1988.0,,,,,,False,False,False,3,1,1,True,True,False,False
d12,D12,2001.0,2004.0,2001.0,2004.0,2001-2004,2,3,2,0,2,1,2,2,2,3,2,My Band,6,Purple Hills,19,15,45,Devil's Night,1,Devil's Night,1,22,50,"hip hop, pop rap, hardcore hip hop, midwestern hip hop","hip hop, pop rap, hardcore hip hop",2001.0,2001.0,2004.0,,2001.0,2001.0,2001.0,2001.0,"Interscope Records, Shady Records",,,,False,True,True,3,0,0,True,False,False,True
da brat,Da Brat,1994.0,2005.0,1994.0,2003.0,1994-2005,8,12,4,0,0,1,1,4,4,10,4,Funkdafied,6,Funkdafied,6,20,215,Unrestricted,5,Funkdafied,11,46,93,"hip hop, pop rap, midwestern hip hop","hip hop, pop rap",1994.0,1994.0,1994.0,,1994.0,1994.0,2000.0,,"Chaos Recordings, Columbia, So So Def",,,,True,False,True,0,6,0,True,True,False,False
dababy,DaBaby,2019.0,2026.0,2019.0,2026.0,2019-2026,7,52,9,1,2,5,4,10,4,24,8,Rockstar,1,Suge,7,37,528,KIRK,1,KIRK,1,93,264,"hip hop, shitpost, alliteration, southern hip hop","hip hop, southern hip hop",2019.0,2019.0,2019.0,2020.0,2019.0,2019.0,2019.0,2019.0,"Interscope Records, ChopNotSlop Ent., South Coast Music Group",pop,hip hop,"pop, hip hop",True,True,True,0,0,0,False,False,True,True
daddy yankee,Daddy Yankee,2004.0,2022.0,2004.0,2022.0,2004-2022,11,15,9,1,0,1,2,1,3,6,7,Despacito,1,Gasolina,32,20,215,LEGENDADDY,8,Barrio Fino,26,54,136,"reggaeton, latin urban, latin, puerto rico, hip hop, latin pop, reggae, englisch, rap, dance","reggaeton, latin, hip hop, latin pop, reggae, dance",2004.0,,,,2004.0,2007.0,2007.0,,"Craft Recordings Latino, El Cartel Records, Gasolina Recording Co., VI Music",,,"hip hop, reggaeton",False,False,False,,3,3,True,False,False,True
daft punk,Daft Punk,1997.0,2016.0,1997.0,2013.0,1997-2016,8,5,7,1,1,3,2,3,3,3,4,Starboy,1,Around The World,61,20,121,Random Access Memories,1,Homework,150,19,150,"electronic, house, french house, french, disco, dance, electro house, film score, french touch, synthpop","electronic, house, french house, disco, dance, electro house",1997.0,2013.0,2013.0,2016.0,1997.0,2010.0,2010.0,2013.0,"ADA France, Daft Life Limited, Virgin, Camouflage Recordings DnB, Columbia, Sony Music Japan International Inc., Sony Records International, EMI, EMI Music France, Alternative Distribution Alliance, Astralwerks, Atlantic","disco, funk, electronic, pop, progressive house, french house",,"electronic, dance, house, techno, club",False,False,False,16,13,13,False,False,True,True
damian 'jr. gong' marley,Damian 'Jr. Gong' Marley,,,2005.0,2017.0,2005-2017,2,0,2,0,0,0,1,0,1,0,1,,0,,0,0,0,Welcome To Jamrock,7,Welcome To Jamrock,7,34,35,,,,,,,2005.0,2005.0,2005.0,,,,,,False,True,True,,0,0,False,True,False,False
damian marley,Damian Marley,,,2010.0,2010.0,2010-2010,1,0,1,0,0,0,1,0,1,0,1,,0,,0,0,0,Distant Relatives,5,Distant Relatives,5,19,19,,,,,,,2010.0,2010.0,2010.0,,,,,,False,True,True,,0,0,False,True,False,False
dan + shay,Dan + Shay,2014.0,2025.0,2014.0,2024.0,2014-2025,11,16,6,0,0,1,4,1,4,10,5,"10,000 Hours",4,19 You + Me,42,18,285,Where It All Began,6,Where It All Began,6,13,173,"country pop, contemporary country","country pop, contemporary country",2014.0,2019.0,2019.0,,2014.0,2014.0,2014.0,,"Warner Bros. Records, Warner Records, Warner Music Nashville","pop, country pop",,country,False,True,True,5,0,0,True,False,False,True
dan fogelberg,Dan Fogelberg,1975.0,1987.0,1974.0,2009.0,1974-2009,14,13,12,0,0,4,2,6,6,11,9,Longer,2,Part Of The Plan,31,9,180,Phoenix,3,Souvenirs,17,27,307,"folk rock, pop, soft rock, rock, singer-songwriter, country, ballad, folk, pop rock, aor","folk rock, pop, soft rock, rock, singer-songwriter, country, ballad, folk, pop rock, aor",1975.0,1979.0,1979.0,,1974.0,1974.0,1979.0,,"Epic, Full Moon Records, Beat Goes On Records","soft rock, rock, pop, folk rock, singer-songwriter",,"pop, soft rock, rock, folk rock, singer-songwriter, folk, classic rock",False,False,False,4,5,5,False,False,True,True
dance gavin dance,Dance Gavin Dance,,,2008.0,2025.0,2008-2025,10,0,12,0,0,0,1,0,4,0,6,,0,,0,0,0,Jackpot Juicer,8,Dance Gavin Dance,172,1,15,"post-hardcore, swancore, screamo, metalcore, experimental, math rock, rock, emocore, alternative/indie rock, emo","post-hardcore, swancore, screamo, metalcore, experimental, math rock, rock, emocore, emo",,,,,2008.0,2016.0,2022.0,,Rise Records,,post-hardcore,"post-hardcore, swancore",False,False,False,,14,14,False,True,False,False
dane cook,Dane Cook,,,2005.0,2010.0,2005-2010,4,0,4,0,0,0,2,0,3,0,3,,0,,0,0,0,Retaliation,4,Retaliation,4,84,126,,,,,,,2005.0,2005.0,2005.0,,Comedy Central Records,,,,False,True,True,,0,0,False,False,False,True
daniel caesar,Daniel Caesar,2018.0,2026.0,2017.0,2025.0,2017-2026,8,5,4,1,0,2,1,2,3,2,4,Peaches,1,Best Part,75,19,70,Son Of Spergy,4,Freudian,25,183,230,"daniel, caesar, contemporary r&b, toronto, r&b, r&b/soul, alternative r&b","contemporary r&b, r&b, alternative r&b",2018.0,2024.0,2024.0,,2017.0,2019.0,2025.0,,"Golden Child Recordings, Hollace Inc., Republic Records","experimental, hip hop, funk, soul, neo soul, contemporary r&b, conscious hip hop, hardcore hip hop",,"experimental, hip hop, funk, soul, neo soul, contemporary r&b, conscious hip hop, hardcore hip hop",False,False,False,6,8,7,False,True,True,False
daniel powter,Daniel Powter,2006.0,2006.0,2006.0,2006.0,2006-2006,1,1,1,1,0,1,1,1,1,1,1,Bad Day,1,Bad Day,1,32,32,Daniel Powter,9,Daniel Powter,9,22,22,"pop, singer-songwriter, soul, pop rock, piano rock","pop, singer-songwriter, soul, pop rock, piano rock",2006.0,2006.0,2006.0,2006.0,2006.0,2006.0,2006.0,,"BMG Rights Management GmbH, Warner Bros. Records, Warner Music France",,,,True,True,True,0,0,0,True,True,False,False
danity kane,Danity Kane,2006.0,2008.0,2006.0,2014.0,2006-2014,3,4,3,0,2,2,2,2,2,2,3,Show Stopper,8,Show Stopper,8,20,45,Danity Kane,1,Danity Kane,1,23,45,,,2006.0,2006.0,2006.0,,2006.0,2006.0,2006.0,2006.0,Bad Boy Records,,,,True,True,True,0,0,0,False,False,True,True
danny gokey,Danny Gokey,2010.0,2010.0,2010.0,2021.0,2010-2021,5,1,5,0,0,0,1,0,1,0,3,My Best Days Are Ahead Of Me,82,My Best Days Are Ahead Of Me,82,1,1,My Best Days,4,My Best Days,4,12,18,"contemporary christian, american idol",contemporary christian,2010.0,,,,2010.0,2010.0,2010.0,,19 Recordings,,,,False,True,True,,0,0,False,True,False,False
darius rucker,Darius Rucker,2008.0,2020.0,2002.0,2023.0,2002-2023,12,13,8,0,0,0,5,1,5,6,6,Wagon Wheel,15,Don't Think I Don't Think About It,35,20,227,"Charleston, SC 1966",2,Back To Then,127,2,239,"rock, pop, country pop, contemporary country","rock, pop, country pop, contemporary country",2008.0,2013.0,,,2002.0,2008.0,2008.0,,"Hidden Beach Recordings, Capitol Records Nashville, HumpHead",,country,country,False,False,False,,6,6,False,False,False,True
darryl worley,Darryl Worley,2000.0,2009.0,2002.0,2009.0,2000-2009,8,7,5,0,0,0,1,0,1,3,2,Have You Forgotten?,22,When You Need My Love,75,15,104,Have You Forgotten?,4,I Miss My Friend,21,13,39,country,country,2000.0,,,,2002.0,2003.0,2003.0,,"DreamWorks Nashville Records, DreamWorks Records",,,,False,False,False,,1,3,False,True,False,False
daryl hall john oates,Daryl Hall John Oates,1974.0,2005.0,1974.0,2021.0,1974-2021,22,34,25,6,0,16,5,22,8,31,17,Rich Girl,1,She's Gone,7,28,540,H2O,3,Abandoned Luncheonette,33,38,1154,,,1974.0,1974.0,1974.0,1977.0,1974.0,1975.0,1981.0,,,,,,True,False,True,0,7,0,False,False,True,True
dashboard confessional,Dashboard Confessional,2006.0,2007.0,2002.0,2018.0,2002-2018,6,2,7,0,0,0,2,0,4,1,4,Stolen,44,Don't Wait,80,4,16,"A Mark, A Mission, A Brand, A Scar",2,The Places You Have Come To Fear The Most,108,27,100,"emo, alternative rock, rock and indie","emo, alternative rock",2006.0,,,,2002.0,2003.0,2003.0,,"B‐Unique Records, Hidden Note Records, Vagrant Records",,,,False,False,False,,1,1,False,False,False,True
