performer_normalized,performer,first_song_year,last_song_year,first_album_year,last_album_year,years_active_on_charts,#_of_unique_years_active,total_charting_songs,total_charting_albums,#1_hit_song_count,#1_hit_album_count,top_10_song_count,top_10_album_count,top_20_song_count,top_20_album_count,top_50_song_count,top_50_album_count,highest_charting_song_name,highest_charting_song_position,first_charting_song_name,first_charting_song_position,first_charting_song_duration,total_charting_songs_duration_weeks,highest_charting_album_name,highest_charting_album_position,first_charting_album_name,first_charting_album_position,first_charting_album_duration,total_charting_albums_duration_weeks
"blood, sweat & tears","Blood, Sweat & Tears",1969,1975,1968,1976,1968-1976,9,10,10,0,2,3,3,4,4,7,7,And When I Die,2,And When I Die,2,13,89,"Blood, Sweat & Tears",1,Child Is Father To The Man,47,55,306
bloodhound gang,Bloodhound Gang,2000,2000,1997,2005,1997-2005,3,1,3,0,0,0,0,0,1,0,2,The Bad Touch,52,The Bad Touch,52,12,12,Hooray For Boobies,14,One Fierce Beer Coaster,57,26,61
bloodrock,Bloodrock,1971,1971,1970,1972,1970-1972,3,1,6,0,0,0,0,0,0,1,2,D.O.A.,36,D.O.A.,36,13,13,Bloodrock 2,21,Bloodrock 2,21,37,108
bloods & crips,Bloods & Crips,0,0,1993,1994,1993-1994,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Bangin On Wax,86,Bangin On Wax,86,19,23
bloodstone,Bloodstone,1973,1975,1973,1982,1973-1982,4,5,5,0,0,1,0,1,0,3,1,Natural High,10,Natural High,10,19,60,Natural High,30,Natural High,30,36,83
blow fly,Blow Fly,0,0,1980,1980,1980-1980,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Blowfly's Party [X-Rated],82,Blowfly's Party [X-Rated],82,20,20
blu cantrell,Blu Cantrell,2001,2003,2001,2003,2001-2003,2,2,2,0,0,1,1,1,1,1,2,Hit 'Em Up Style (Oops!),2,Hit 'Em Up Style (Oops!),2,34,54,So Blu,8,So Blu,8,15,22
blue,Blue,1977,1977,0,0,1977-1977,1,1,0,0,0,0,0,0,0,0,0,Capture Your Heart,88,Capture Your Heart,88,5,5,,0,,0,0,0
blue +yster cult,Blue +yster Cult,0,0,1972,1975,1972-1975,4,0,4,0,0,0,0,0,0,0,1,,0,,0,0,0,On Your Feet Or On Your Knees,22,Blue Oyster Cult,172,8,48
blue cheer,Blue Cheer,1968,1968,1968,1970,1968-1970,3,2,4,0,0,0,0,1,1,1,1,Summertime Blues,14,Summertime Blues,14,13,17,Vincebus Eruptum,11,Vincebus Eruptum,11,27,62
blue county,Blue County,2004,2004,0,0,2004-2004,1,1,0,0,0,0,0,0,0,0,0,Good Little Girls,63,Good Little Girls,63,7,7,,0,,0,0,0
blue haze,Blue Haze,1972,1972,0,0,1972-1972,1,1,0,0,0,0,0,0,0,1,0,Smoke Gets In Your Eyes,27,Smoke Gets In Your Eyes,27,14,14,,0,,0,0,0
blue ivy carter,Blue Ivy Carter,2019,2019,0,0,2019-2019,1,1,0,0,0,0,0,0,0,0,0,Brown Skin Girl,76,Brown Skin Girl,76,1,1,,0,,0,0,0
blue magic,Blue Magic,1974,1974,1974,1976,1974-1976,3,3,4,0,0,1,0,1,0,2,2,Sideshow,8,Sideshow,8,21,36,Blue Magic,45,Blue Magic,45,34,64
blue man group,Blue Man Group,0,0,2001,2003,2001-2003,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Complex,60,Audio,175,1,7
blue mercedes,Blue Mercedes,1988,1988,1988,1988,1988-1988,1,1,1,0,0,0,0,0,0,0,0,I Want To Be Your Property,66,I Want To Be Your Property,66,6,6,Rich And Famous,165,Rich And Famous,165,5,5
blue merle,Blue Merle,0,0,2005,2005,2005-2005,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Burning In The Sun,199,Burning In The Sun,199,1,1
blue mink,Blue Mink,1970,1970,0,0,1970-1970,1,1,0,0,0,0,0,0,0,0,0,Our World,64,Our World,64,6,6,,0,,0,0,0
blue murder,Blue Murder,0,0,1989,1989,1989-1989,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Blue Murder,69,Blue Murder,69,21,21
blue october,Blue October,2006,2006,2006,2020,2006-2020,9,2,10,0,0,0,1,0,4,1,6,Hate Me,31,Hate Me,31,28,48,Any Man In America,8,Foiled,29,62,92
blue oyster cult,Blue Oyster Cult,1976,1984,1976,2020,1976-2020,12,4,11,0,0,0,0,1,0,2,7,(Don't Fear) The Reaper,12,(Don't Fear) The Reaper,12,20,41,Fire Of Unknown Origin,24,Agents Of Fortune,29,35,183
blue swede,Blue Swede,1974,1975,1974,1974,1974-1975,2,4,1,1,0,2,0,2,0,2,0,Hooked On A Feeling,1,Hooked On A Feeling,1,17,37,Hooked On A Feeling,80,Hooked On A Feeling,80,17,17
blue train,Blue Train,1991,1991,0,0,1991-1991,1,1,0,0,0,0,0,0,0,1,0,All I Need Is You,46,All I Need Is You,46,13,13,,0,,0,0,0
blue zone u.k.,Blue Zone U.K.,1988,1988,0,0,1988-1988,1,1,0,0,0,0,0,0,0,0,0,Jackie,54,Jackie,54,9,9,,0,,0,0,0
blueface,Blueface,2019,2019,2019,2020,2019-2020,2,3,3,0,0,1,0,1,0,1,2,Thotiana,8,Thotiana,8,20,25,Famous Cryp,29,Famous Cryp,29,19,24
bluenote cafe,Bluenote Cafe,0,0,2015,2015,2015-2015,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Neil Young And Bluenote Cafe,89,Neil Young And Bluenote Cafe,89,1,1
blues brothers,Blues Brothers,1978,1980,1978,1982,1978-1982,4,4,4,0,1,0,1,2,2,4,3,Soul Man,14,Soul Man,14,15,48,Brief Case Full Of Blues,1,Brief Case Full Of Blues,1,29,63
blues image,Blues Image,1970,1970,1969,1970,1969-1970,2,2,2,0,0,1,0,1,0,1,0,Ride Captain Ride,4,Ride Captain Ride,4,15,19,Blues Image,112,Blues Image,112,9,22
blues magoos,Blues Magoos,1966,1967,1967,1967,1966-1967,2,4,2,0,0,1,0,1,0,1,1,(We Ain't Got) Nothin' Yet,5,(We Ain't Got) Nothin' Yet,5,14,27,Psychedelic Lollipop,21,Psychedelic Lollipop,21,32,48
blues traveler,Blues Traveler,1995,1995,1991,2012,1991-2012,9,2,9,0,0,1,1,1,2,2,3,Run-Around,8,Run-Around,8,49,83,four,8,Travelers & Thieves,125,6,172
bluesville,Bluesville,1965,1965,0,0,1965-1965,1,2,0,0,0,1,0,1,0,1,0,You Turn Me On (Turn On Song),8,You Turn Me On (Turn On Song),8,13,14,,0,,0,0,0
bluetree,Bluetree,0,0,2009,2009,2009-2009,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,God Of This City,103,God Of This City,103,6,6
blur,Blur,1992,1994,1995,2023,1992-2023,9,2,7,0,0,0,0,0,0,0,1,Girls & Boys,59,There's No Other Way,82,6,21,The Magic Whip,24,The Great Escape,150,1,50
blxst,Blxst & Tyga,2021,2022,2021,2022,2021-2022,2,2,2,0,0,1,0,1,0,1,0,Die Hard,5,Chosen,51,21,26,Before You Go,90,Sixtape 2,117,1,2
bo bice,Bo Bice,2005,2006,2005,2010,2005-2010,4,2,3,0,0,1,1,1,1,1,1,Inside Your Heaven,2,Inside Your Heaven,2,7,23,The Real Thing,4,The Real Thing,4,20,22
bo burnham,Bo Burnham,0,0,2008,2021,2008-2021,4,0,4,0,0,0,1,0,1,0,2,,0,,0,0,0,Inside (The Songs),7,Bo Fo Sho (EP),123,1,39
bo diddley,Bo Diddley,1959,1967,0,0,1959-1967,4,5,0,0,0,0,0,1,0,2,0,Say Man,20,Say Man,20,12,40,,0,,0,0,0
bo donaldson and the heywoods,Bo Donaldson And The Heywoods,1974,1975,1974,1974,1974-1975,2,4,1,1,0,1,0,2,0,3,0,"Billy, Don't Be A Hero",1,"Billy, Don't Be A Hero",1,19,40,Bo Donaldson And The Heywoods,97,Bo Donaldson And The Heywoods,97,16,16
bo hansson,Bo Hansson,0,0,1973,1973,1973-1973,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Lord Of The Rings,154,Lord Of The Rings,154,8,8
bo-rock,Bo-Rock,1997,1997,0,0,1997-1997,1,1,0,0,0,0,0,0,0,1,0,Things'll Never Change/Rapper's Ball,29,Things'll Never Change/Rapper's Ball,29,14,14,,0,,0,0,0
boa,BoA,0,0,2009,2009,2009-2009,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,BoA,127,BoA,127,1,1
boards of canada,Boards Of Canada,0,0,2013,2013,2013-2013,1,0,1,0,0,0,0,0,1,0,1,,0,,0,0,0,Tomorrow's Harvest,13,Tomorrow's Harvest,13,4,4
bob & doug mckenzie,Bob & Doug McKenzie,1982,1982,1982,1982,1982-1982,1,1,1,0,0,0,1,1,1,1,1,Take Off,16,Take Off,16,14,14,Great White North,8,Great White North,8,21,21
bob & tom,Bob & Tom,0,0,1997,1997,1997-1997,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Fun House,164,Fun House,164,2,2
bob and earl,Bob And Earl,1962,1963,0,0,1962-1963,2,2,0,0,0,0,0,0,0,1,0,Harlem Shuffle,44,Don't Ever Leave Me,85,4,15,,0,,0,0,0
bob b. soxx and the blue jeans,Bob B. Soxx And The Blue Jeans,1962,1963,0,0,1962-1963,2,3,0,0,0,1,0,1,0,2,0,Zip-A-Dee Doo-Dah,8,Zip-A-Dee Doo-Dah,8,13,28,,0,,0,0,0
bob beckham,Bob Beckham,1959,1960,0,0,1959-1960,2,2,0,0,0,0,0,0,0,2,0,Just As Much As Ever,32,Just As Much As Ever,32,21,34,,0,,0,0,0
bob braun,Bob Braun,1962,1962,0,0,1962-1962,1,1,0,0,0,0,0,0,0,1,0,Till Death Do Us Part,26,Till Death Do Us Part,26,10,10,,0,,0,0,0
bob carlisle,Bob Carlisle,0,0,1997,1998,1997-1998,2,0,2,0,1,0,1,0,1,0,1,,0,,0,0,0,Butterfly Kisses (Shades Of Grace),1,Butterfly Kisses (Shades Of Grace),1,39,41
bob crewe,Bob Crewe,1960,1960,0,0,1960-1960,1,1,0,0,0,0,0,0,0,0,0,The Whiffenpoof Song,96,The Whiffenpoof Song,96,2,2,,0,,0,0,0
bob crewe generation,Bob Crewe Generation,1966,1967,1967,1967,1966-1967,2,2,1,0,0,0,0,1,0,1,0,Music To Watch Girls By,15,Music To Watch Girls By,15,10,12,Music To Watch Girls By,100,Music To Watch Girls By,100,11,11
bob dylan,Bob Dylan,1965,1983,1967,2025,1965-2025,51,22,76,0,5,4,21,6,30,16,51,Like A Rolling Stone,2,Like A Rolling Stone,2,12,184,Planet Waves,1,Bob Dylan's Greatest Hits,10,94,989
bob dylan/the band,Bob Dylan/The Band,1974,1974,0,0,1974-1974,1,1,0,0,0,0,0,0,0,0,0,Most Likely You Go Your Way (And I'll Go Mine),66,Most Likely You Go Your Way (And I'll Go Mine),66,5,5,,0,,0,0,0
bob geldof,Bob Geldof,1986,1986,1986,1986,1986-1986,1,1,1,0,0,0,0,0,0,0,0,This Is The World Calling,82,This Is The World Calling,82,6,6,Deep In The Heart Of Nowhere,130,Deep In The Heart Of Nowhere,130,12,12
bob guiney,Bob Guiney,0,0,2003,2003,2003-2003,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,3 Sides,114,3 Sides,114,1,1
bob hope,Bob Hope,0,0,1976,1976,1976-1976,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,America Is 200 Years Old...And There's Still Hope!,175,America Is 200 Years Old...And There's Still Hope!,175,4,4
bob james,Bob James,1974,1974,1974,1994,1974-1994,14,1,18,0,0,0,0,0,0,0,7,Feel Like Making Love,88,Feel Like Making Love,88,2,2,One On One,23,One,85,14,309
bob james/david sanborn,Bob James/David Sanborn,0,0,1986,1986,1986-1986,1,0,1,0,0,0,0,0,0,0,1,,0,,0,0,0,Double Vision,50,Double Vision,50,64,64
bob james/earl klugh,Bob James/Earl Klugh,0,0,1992,1992,1992-1992,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Cool,170,Cool,170,3,3
bob kayli,Bob Kayli,1958,1958,0,0,1958-1958,1,1,0,0,0,0,0,0,0,0,0,Everyone Was There,96,Everyone Was There,96,2,2,,0,,0,0,0
bob kuban and the in-men,Bob Kuban And The In-Men,1966,1966,0,0,1966-1966,1,3,0,0,0,0,0,1,0,1,0,The Cheater,12,The Cheater,12,11,17,,0,,0,0,0
bob lind,Bob Lind,1966,1966,0,0,1966-1966,1,3,0,0,0,1,0,1,0,1,0,Elusive Butterfly,5,Elusive Butterfly,5,13,23,,0,,0,0,0
bob luman,Bob Luman,1960,1960,0,0,1960-1960,1,1,0,0,0,1,0,1,0,1,0,Let's Think About Living,7,Let's Think About Living,7,14,14,,0,,0,0,0
bob marley,Bob Marley And The Wailers,1976,1976,1975,2023,1975-2023,22,1,26,0,0,0,3,0,5,0,7,"Roots, Rock, Reggae",51,"Roots, Rock, Reggae",51,6,6,Legend: The Best Of...,5,Natty Dread,92,28,2030
bob mcfadden and dor,Bob McFadden And Dor,1959,1959,0,0,1959-1959,1,1,0,0,0,0,0,0,0,1,0,The Mummy,39,The Mummy,39,8,8,,0,,0,0,0
bob mcgilpin,Bob Mcgilpin,1978,1978,0,0,1978-1978,1,1,0,0,0,0,0,0,0,0,0,When You Feel Love,91,When You Feel Love,91,5,5,,0,,0,0,0
bob mcgrath,Bob McGrath,0,0,1970,1970,1970-1970,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Bob McGrath From Sesame Street,126,Bob McGrath From Sesame Street,126,11,11
bob moore,Bob Moore,1961,1961,0,0,1961-1961,1,1,0,0,0,1,0,1,0,1,0,Mexico,7,Mexico,7,15,15,,0,,0,0,0
bob mould,Bob Mould,0,0,1989,2020,1989-2020,10,0,10,0,0,0,0,0,0,0,1,,0,,0,0,0,Beauty & Ruin,38,Workbook,127,14,34
bob rivers & twisted radio,Bob Rivers & Twisted Radio,0,0,1993,1993,1993-1993,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,I Am Santa Claus,106,I Am Santa Claus,106,4,4
bob schneider,Bob Schneider,0,0,2009,2013,2009-2013,3,0,3,0,0,0,0,0,0,0,0,,0,,0,0,0,Lovely Creatures,140,Lovely Creatures,140,1,3
bob seger,Bob Seger,1971,1987,1972,2017,1971-2017,18,19,11,1,0,5,6,9,6,13,8,"Shakedown (From ""Beverly Hills Cop II"")",1,Lookin' Back,96,2,219,Like A Rock,3,Smokin' O.P.'s,180,11,402
bob seger & the silver bullet band,Bob Seger & The Silver Bullet Band,1977,1991,1976,2011,1976-2011,12,10,7,0,1,3,4,6,5,10,7,Shame On The Moon,2,Night Moves,4,21,153,Against The Wind,1,'Live' Bullet,34,155,1101
bob seger system,Bob Seger System,1968,1970,1969,1970,1968-1970,3,3,2,0,0,0,0,1,0,1,0,Ramblin' Gamblin' Man,17,Ramblin' Gamblin' Man,17,14,21,Ramblin' Gamblin' Man,62,Ramblin' Gamblin' Man,62,10,14
bob weir,Bob Weir,1978,1978,1972,2016,1972-2016,3,1,3,0,0,0,0,0,1,0,1,Bombs Away,70,Bombs Away,70,5,5,Blue Mountain,14,Ace,68,15,34
bob welch,Bob Welch,1977,1979,1977,1980,1977-1980,4,5,4,0,0,1,0,3,2,4,2,Sentimental Lady,8,Sentimental Lady,8,18,63,French Kiss,12,French Kiss,12,46,76
bobbi humphrey,Bobbi Humphrey,0,0,1974,1974,1974-1974,1,0,2,0,0,0,0,0,0,0,1,,0,,0,0,0,Satin Doll,30,Satin Doll,30,18,39
bobbi martin,Bobbi Martin,1964,1970,1970,1970,1964-1970,3,5,1,0,0,0,0,2,0,3,0,For The Love Of Him,13,Don't Forget I Still Love You,19,12,42,For The Love Of Him,176,For The Love Of Him,176,5,5
bobbie gentry,Bobbie Gentry,1967,1976,1967,1970,1967-1976,5,10,6,1,1,1,1,1,2,4,2,Ode To Billie Joe,1,Ode To Billie Joe,1,20,79,Ode To Billie Joe,1,Ode To Billie Joe,1,30,112
"bobby ""blue"" bland","Bobby ""Blue"" Bland",1973,1974,0,0,1973-1974,2,2,0,0,0,0,0,0,0,1,0,This Time I'm Gone For Good,42,This Time I'm Gone For Good,42,13,19,,0,,0,0,0
"bobby ""boris"" pickett","Bobby ""Boris"" Pickett",1962,1962,2021,2021,1962-2021,2,2,1,1,0,1,0,1,0,2,0,Monster Mash,1,Monster Mash,1,42,48,The Original Monster Mash,110,The Original Monster Mash,110,11,11
bobby 'boris' pickett,Bobby 'Boris' Pickett,0,0,2015,2015,2015-2015,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,The Original Monster Mash,142,The Original Monster Mash,142,6,6
bobby and the midnites,Bobby And The Midnites,0,0,1981,1984,1981-1984,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Bobby & The Midnites,158,Bobby & The Midnites,158,7,10
bobby arvon,Bobby Arvon,1977,1977,0,0,1977-1977,1,1,0,0,0,0,0,0,0,0,0,Until Now,72,Until Now,72,16,16,,0,,0,0,0
bobby bare,Bobby Bare,1962,1974,0,0,1962-1974,4,7,0,0,0,1,0,2,0,5,0,500 Miles Away From Home,10,Shame On Me,23,12,58,,0,,0,0,0
bobby bland,Bobby Bland,1960,1974,1973,1979,1960-1979,20,34,8,0,0,0,0,1,0,8,1,Ain't Nothing You Can Do,20,Cry Cry Cry,71,5,193,Together For The First Time...Live,43,His California Album,136,19,74
bobby bloom,Bobby Bloom,1970,1971,1970,1970,1970-1971,2,4,1,0,0,1,0,1,0,1,0,Montego Bay,8,Montego Bay,8,16,30,The Bobby Bloom Album,126,The Bobby Bloom Album,126,3,3
bobby bones and the raging idiots,Bobby Bones And The Raging Idiots,0,0,2016,2016,2016-2016,1,0,1,0,0,0,0,0,0,0,1,,0,,0,0,0,The Critics Give It 5 Stars,41,The Critics Give It 5 Stars,41,1,1
bobby brackins,Bobby Brackins,2010,2013,0,0,2010-2013,2,2,0,0,0,0,0,0,0,0,0,I Hit It First,51,143,76,11,14,,0,,0,0,0
bobby brown,Bobby Brown,1986,2002,1986,1997,1986-2002,8,13,5,2,1,9,3,10,3,11,3,My Prerogative,1,Girlfriend,57,9,234,Don't Be Cruel,1,King Of Stage,88,17,193
bobby byrd,Bobby Byrd,1970,1972,0,0,1970-1972,3,3,0,0,0,0,0,0,0,0,0,I Need Help (I Can't Do It Alone) Pt. 1,69,I Need Help (I Can't Do It Alone) Pt. 1,69,5,12,,0,,0,0,0
bobby caldwell,Bobby Caldwell,1978,1982,1978,1982,1978-1982,3,3,3,0,0,1,0,1,0,2,1,What You Won't Do For Love,9,What You Won't Do For Love,9,20,36,Bobby Caldwell,21,Bobby Caldwell,21,31,59
bobby callender,Bobby Callender,1963,1963,0,0,1963-1963,1,1,0,0,0,0,0,0,0,0,0,Little Star,95,Little Star,95,2,2,,0,,0,0,0
bobby cole,Bobby Cole,1968,1968,0,0,1968-1968,1,1,0,0,0,0,0,0,0,0,0,Mister Bo Jangles,79,Mister Bo Jangles,79,3,3,,0,,0,0,0
bobby comstock,Bobby Comstock,1959,1963,0,0,1959-1963,3,4,0,0,0,0,0,0,0,0,0,Tennessee Waltz,52,Tennessee Waltz,52,7,19,,0,,0,0,0
bobby curtola,Bobby Curtola,1962,1962,0,0,1962-1962,1,2,0,0,0,0,0,0,0,1,0,Fortuneteller,41,Fortuneteller,41,14,17,,0,,0,0,0
bobby darin,Bobby Darin,1958,1973,0,0,1958-1973,12,40,0,1,0,10,0,14,0,25,0,Mack The Knife,1,Splish Splash,3,8,334,,0,,0,0,0
bobby day,Bobby Day,1958,1959,0,0,1958-1959,2,5,0,0,0,1,0,1,0,2,0,Rock-in Robin,2,Rock-in Robin,2,21,40,,0,,0,0,0
bobby edwards,Bobby Edwards,1961,1962,0,0,1961-1962,2,2,0,0,0,0,0,1,0,1,0,You're The Reason,11,You're The Reason,11,17,23,,0,,0,0,0
bobby freeman,Bobby Freeman,1958,1964,0,0,1958-1964,5,9,0,0,0,1,0,2,0,4,0,C'mon And Swim,5,Do You Want To Dance,20,5,55,,0,,0,0,0
bobby fuller four,Bobby Fuller Four,1966,1966,0,0,1966-1966,1,2,0,0,0,1,0,1,0,2,0,I Fought The Law,9,I Fought The Law,9,11,17,,0,,0,0,0
bobby goldsboro,Bobby Goldsboro,1962,1973,1967,1974,1962-1974,12,26,10,1,0,2,1,5,1,12,1,Honey,1,Molly,70,7,216,Honey,5,Solid Goldsboro - Bobby Goldsboro's Greatest Hits,165,3,130
bobby gregg and his friends,Bobby Gregg and His Friends,1962,1962,0,0,1962-1962,1,2,0,0,0,0,0,0,0,1,0,The Jam - Part 1,29,The Jam - Part 1,29,10,14,,0,,0,0,0
bobby hamilton,Bobby Hamilton,1958,1958,0,0,1958-1958,1,1,0,0,0,0,0,0,0,1,0,Crazy Eyes For You,40,Crazy Eyes For You,40,3,3,,0,,0,0,0
bobby hatfield,Bobby Hatfield,1969,1969,0,0,1969-1969,1,1,0,0,0,0,0,0,0,0,0,Only You (And You Alone),95,Only You (And You Alone),95,4,4,,0,,0,0,0
bobby hebb,Bobby Hebb,1966,1966,0,0,1966-1966,1,3,0,0,0,1,0,1,0,2,0,Sunny,2,Sunny,2,15,24,,0,,0,0,0
bobby helms,Bobby Helms,1958,1958,2019,2024,1958-2024,4,3,3,0,0,1,0,1,1,1,3,Jingle Bell Rock,2,Jingle Bell Rock,2,68,76,A Bobby Helms Christmas (EP),17,The Best Of Bobby Helms,24,26,38
bobby hendricks,Bobby Hendricks,1958,1960,0,0,1958-1960,2,2,0,0,0,0,0,0,0,1,0,Itchy Twitchy Feeling,25,Itchy Twitchy Feeling,25,14,18,,0,,0,0,0
bobby humphrey,Bobby Humphrey,0,0,1975,1978,1975-1978,2,0,2,0,0,0,0,0,0,0,0,,0,,0,0,0,Freestyle,89,Fancy Dancer,133,5,19
bobby jimmy & the critters,Bobby Jimmy & The Critters,0,0,1986,1986,1986-1986,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Roaches--The Beginning,200,Roaches--The Beginning,200,1,1
bobby jones,Bobby Jones,0,0,2014,2014,2014-2014,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Rejoice With Me!,127,Rejoice With Me!,127,2,2
bobby lewis,Bobby Lewis,1961,1962,0,0,1961-1962,2,4,0,1,0,2,0,2,0,2,0,Tossin' And Turnin',1,Tossin' And Turnin',1,23,37,,0,,0,0,0
bobby marchan,Bobby Marchan,1960,1960,0,0,1960-1960,1,1,0,0,0,0,0,0,0,1,0,There's Something On Your Mind (Part 2),31,There's Something On Your Mind (Part 2),31,11,11,,0,,0,0,0
bobby mcclure,Bobby McClure,1965,1966,0,0,1965-1966,2,3,0,0,0,0,0,0,0,1,0,Don't Mess Up A Good Thing,33,Don't Mess Up A Good Thing,33,11,15,,0,,0,0,0
bobby mcferrin,Bobby McFerrin,1988,1988,1987,1990,1987-1990,3,1,3,1,0,1,1,1,1,1,1,"Don't Worry, Be Happy (From ""Cocktail"")",1,"Don't Worry, Be Happy (From ""Cocktail"")",1,26,26,Simple Pleasures,5,Spontaneous Inventions,103,19,96
bobby moore,Bobby Moore,1975,1975,0,0,1975-1975,1,1,0,0,0,0,0,0,0,0,0,(Call Me Your) Anything Man,99,(Call Me Your) Anything Man,99,2,2,,0,,0,0,0
bobby moore & the rhythm aces,Bobby Moore & The Rhythm Aces,1966,1966,0,0,1966-1966,1,1,0,0,0,0,0,0,0,1,0,Searching For My Love,27,Searching For My Love,27,10,10,,0,,0,0,0
bobby moore's rhythm aces,Bobby Moore's Rhythm Aces,1966,1966,0,0,1966-1966,1,1,0,0,0,0,0,0,0,0,0,Try My Love Again,97,Try My Love Again,97,2,2,,0,,0,0,0
bobby nunn,Bobby Nunn,0,0,1982,1982,1982-1982,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Second To Nunn,148,Second To Nunn,148,8,8
bobby parker,Bobby Parker,1961,1961,0,0,1961-1961,1,1,0,0,0,0,0,0,0,0,0,Watch Your Step,51,Watch Your Step,51,6,6,,0,,0,0,0
"bobby pedrick, jr.","Bobby Pedrick, Jr.",1958,1958,0,0,1958-1958,1,1,0,0,0,0,0,0,0,0,0,White Bucks And Saddle Shoes,74,White Bucks And Saddle Shoes,74,4,4,,0,,0,0,0
bobby peterson,Bobby Peterson,1960,1960,0,0,1960-1960,1,1,0,0,0,0,0,0,0,0,0,Irresistable You,96,Irresistable You,96,1,1,,0,,0,0,0
bobby peterson quintet,Bobby Peterson Quintet,1959,1959,0,0,1959-1959,1,1,0,0,0,0,0,0,0,0,0,The Hunch,71,The Hunch,71,7,7,,0,,0,0,0
bobby pickett,Bobby Pickett,1963,1963,1973,1973,1963-1973,2,1,1,0,0,0,0,0,0,0,0,Graduation Day,88,Graduation Day,88,2,2,The Original Monster Mash,173,The Original Monster Mash,173,4,4
bobby pinson,Bobby Pinson,2005,2005,2005,2005,2005-2005,1,1,1,0,0,0,0,0,0,0,0,Don't Ask Me How I Know,88,Don't Ask Me How I Know,88,7,7,Man Like Me,108,Man Like Me,108,1,1
bobby powell,Bobby Powell,1965,1967,0,0,1965-1967,2,2,0,0,0,0,0,0,0,0,0,C.C. Rider,76,C.C. Rider,76,7,10,,0,,0,0,0
bobby ross avila,Bobby Ross Avila,1993,1993,0,0,1993-1993,1,1,0,0,0,0,0,0,0,0,0,La La Love,86,La La Love,86,3,3,,0,,0,0,0
bobby russell,Bobby Russell,1968,1971,1971,1971,1968-1971,2,2,1,0,0,0,0,0,0,2,0,Saturday Morning Confusion,28,1432 Franklin Pike Circle Hero,36,7,21,Saturday Morning Confusion,183,Saturday Morning Confusion,183,3,3
bobby rydell,Bobby Rydell,1959,1965,0,0,1959-1965,7,28,0,0,0,6,0,14,0,20,0,Wild One,2,We Got Love,6,17,251,,0,,0,0,0
bobby rydell/chubby checker,Bobby Rydell/Chubby Checker,1961,1961,0,0,1961-1961,1,1,0,0,0,0,0,0,0,1,0,Jingle Bell Rock,21,Jingle Bell Rock,21,7,7,,0,,0,0,0
bobby shafto,Bobby Shafto,1964,1964,0,0,1964-1964,1,1,0,0,0,0,0,0,0,0,0,She's My Girl,99,She's My Girl,99,1,1,,0,,0,0,0
bobby sherman,Bobby Sherman,1969,1972,1969,1972,1969-1972,4,10,6,0,0,4,1,5,3,7,4,Little Woman,3,Little Woman,3,13,93,Here Comes Bobby,10,Bobby Sherman,11,35,140
bobby shmurda,Bobby Shmurda,2014,2018,2014,2014,2014-2018,2,3,1,0,0,1,0,1,0,2,0,Hot Boy,6,Hot Boy,6,25,37,Shmurda She Wrote (EP),79,Shmurda She Wrote (EP),79,6,6
bobby short,Bobby Short,0,0,1972,1972,1972-1972,1,0,1,0,0,0,0,0,0,0,0,,0,,0,0,0,Bobby Short Loves Cole Porter,169,Bobby Short Loves Cole Porter,169,8,8
bobby taylor & the vancouvers,Bobby Taylor & The Vancouvers,1968,1968,0,0,1968-1968,1,3,0,0,0,0,0,0,0,2,0,Does Your Mama Know About Me,29,Does Your Mama Know About Me,29,10,20,,0,,0,0,0
bobby v,Bobby V,2009,2009,2009,2012,2009-2012,3,1,3,0,0,0,2,0,2,0,2,Beep,55,Beep,55,12,12,The Rebirth,7,The Rebirth,7,9,14
bobby valentino,Bobby Valentino,2005,2007,2005,2007,2005-2007,2,4,2,0,0,2,2,2,2,3,2,Slow Down,8,Slow Down,8,22,68,Disturbing Tha Peace Presents Bobby Valentino,3,Disturbing Tha Peace Presents Bobby Valentino,3,23,35
bobby valentino & kidd kidd,Bobby Valentino & Kidd Kidd,2008,2008,0,0,2008-2008,1,1,0,0,0,0,0,1,0,1,0,Mrs. Officer,16,Mrs. Officer,16,22,22,,0,,0,0,0
